road_id,original_sim_road_id,road_label,upstream_node_id,upstream_node_label,upstream_kind,downstream_node_id,downstream_node_label,downstream_kind,lanes,speed_limit,blocks_12m,length_m,rounded_length_m,source_road_ids
321,735,R321: CN172 -> 455566,CN172,J516,junction,455566,J521,junction,2,60,1,7.598,12,r235
322,736,R322: CN172 -> CN07,CN172,J516,junction,CN07,J512,junction,2,60,1,8.737,12,r235
323,737,R323: CN07 -> CN172,CN07,J512,junction,CN172,J516,junction,2,60,1,8.737,12,r235
324,738,R324: CN173 -> CN07,CN173,J515,junction,CN07,J512,junction,1,60,2,29.183,24,r354
325,739,R325: CN124 -> 3822510,CN124,J603,junction,3822510,J591,junction,1,40,9,102.441,108,r351
326,740,R326: 3822510 -> CN124,3822510,J591,junction,CN124,J603,junction,1,40,9,102.441,108,r351
331,752,R331: 3966853 -> CN124,3966853,J586,junction,CN124,J603,junction,1,40,19,227.934,228,r218
333,754,R333: 457046 -> CN124,457046,J614,junction,CN124,J603,junction,1,40,9,102.690,108,r351
334,755,R334: CN124 -> 457046,CN124,J603,junction,457046,J614,junction,1,40,9,102.690,108,r351
335,756,R335: 455749 -> 2646684,455749,J536,junction,2646684:terminal_downstream:335,J533d,boundary,1,40,5,64.763,60,r352
336,757,R336: 2646684 -> 455749,2646684:terminal_upstream:336,J533u,boundary,455749,J536,junction,1,40,5,64.763,60,r352
337,759,R337: CN124 -> 3966853,CN124,J603,junction,3966853,J586,junction,1,40,19,227.934,228,r218
341,768,R341: 455841 -> 455806,455841,J548,junction,455806,J541,junction,1,40,8,97.655,96,r344
342,769,R342: 455806 -> 455841,455806,J541,junction,455841,J548,junction,1,40,8,97.655,96,r344
344,773,R344: 455806 -> 455749,455806,J541,junction,455749,J536,junction,1,60,7,89.483,84,r356
345,774,R345: 455749 -> 455806,455749,J536,junction,455806,J541,junction,1,60,7,89.483,84,r356
347,780,R347: 2735693 -> 456216,2735693,J566,junction,456216,J563,junction,1,40,4,42.022,48,r230
348,781,R348: 456216 -> 2735693,456216,J563,junction,2735693,J566,junction,1,40,4,42.022,48,r230
349,786,R349: 455806 -> CN115,455806,J541,junction,CN115,J560,junction,1,60,24,289.339,288,r356
350,787,R350: 2735699 -> 3377247,2735699,J545,junction,3377247:terminal_downstream:350,J531d,boundary,1,40,10,125.093,120,r343
351,788,R351: 3377247 -> 2735699,3377247:terminal_upstream:351,J531u,boundary,2735699,J545,junction,1,40,10,125.093,120,r343
354,802,R354: CN115 -> 455806,CN115,J560,junction,455806,J541,junction,1,60,24,289.339,288,r356
355,806,R355: CN50 -> 455614,CN50,J519,junction,455614,J525,junction,1,60,3,40.933,36,r369
356,807,R356: 455614 -> RB26,455614,J525,junction,RB26,RB26,roundabout,1,60,14,165.636,168,r370
357,808,R357: 455614 -> CN50,455614,J525,junction,CN50,J519,junction,1,60,3,34.208,36,r371
358,809,R358: CN115 -> 3101148,CN115,J560,junction,3101148,J565,junction,1,60,9,112.965,108,r084
359,810,R359: CN115 -> CN14,CN115,J560,junction,CN14,J555,junction,1,60,9,113.213,108,r084
360,811,R360: 455497 -> CN50,455497:terminal_upstream:360,J511u,boundary,CN50,J519,junction,1,60,2,25.168,24,r369
361,812,R361: 3101148 -> CN115,3101148,J565,junction,CN115,J560,junction,1,60,9,112.965,108,r084
362,815,R362: CN50 -> 455497,CN50,J519,junction,455497:terminal_downstream:362,J511d,boundary,1,60,2,24.630,24,r371
363,816,R363: CN50 -> 455557,CN50,J519,junction,455557,J520,junction,1,60,2,22.907,24,r381
364,817,R364: 455557 -> CN50,455557,J520,junction,CN50,J519,junction,1,60,2,23.043,24,r382
366,819,R366: RB26 -> 2670204,RB26,RB26,roundabout,2670204,J547,junction,1,60,3,33.656,36,r384
367,820,R367: RB26 -> 455614,RB26,RB26,roundabout,455614,J525,junction,1,60,14,165.636,168,r370
368,821,R368: 2670204 -> RB26,2670204,J547,junction,RB26,RB26,roundabout,1,60,3,33.656,36,r384
369,822,R369: 2670204 -> CN13,2670204,J547,junction,CN13,J550,junction,1,60,2,28.077,24,r385
370,823,R370: 455581 -> 455557,455581,J523,junction,455557,J520,junction,1,60,8,93.130,96,r387
371,824,R371: 455557 -> 455581,455557,J520,junction,455581,J523,junction,1,60,8,93.130,96,r387
372,825,R372: CN13 -> 2670204,CN13,J550,junction,2670204,J547,junction,1,60,2,28.074,24,r386
373,826,R373: CN14 -> CN115,CN14,J555,junction,CN115,J560,junction,1,60,9,113.213,108,r084
375,829,R375: CN13 -> RB27,CN13,J550,junction,RB27,RB27,roundabout,1,60,2,24.599,24,r390
377,831,R377: RB27 -> CN14,RB27,RB27,roundabout,CN14,J555,junction,1,60,2,26.717,24,r393
378,832,R378: CN14 -> 3294450,CN14,J555,junction,3294450,J126,junction,1,60,2,23.311,24,r394
379,833,R379: RB27 -> 3294450,RB27,RB27,roundabout,3294450,J126,junction,1,60,1,4.410,12,r394
380,834,R380: RB27 -> 455938,RB27,RB27,roundabout,455938:terminal_downstream:380,J551d,boundary,1,40,1,9.582,12,r396
381,835,R381: 455938 -> RB27,455938:terminal_upstream:381,J551u,boundary,RB27,RB27,roundabout,1,40,1,9.582,12,r396
382,840,R382: 1917149 -> 455010,1917149,J483,junction,455010,J477,junction,1,40,9,110.426,108,r398
383,841,R383: 455010 -> 1917149,455010,J477,junction,1917149,J483,junction,1,40,9,110.426,108,r398
384,846,R384: CN168 -> 454774,CN168,J465,junction,454774,J458,junction,1,40,8,90.739,96,r401
385,847,R385: 454774 -> CN168,454774,J458,junction,CN168,J465,junction,1,40,8,90.739,96,r401
386,848,R386: 454751 -> 454774,454751:terminal_upstream:386,J455u,boundary,454774,J458,junction,1,40,6,68.260,72,r402
387,849,R387: 454774 -> 454751,454774,J458,junction,454751:terminal_downstream:387,J455d,boundary,1,40,6,68.260,72,r402
388,850,R388: CN168 -> 1402059,CN168,J465,junction,1402059:terminal_downstream:388,J469d,boundary,1,40,9,104.203,108,r403
389,851,R389: 1402059 -> CN168,1402059:terminal_upstream:389,J469u,boundary,CN168,J465,junction,1,40,9,104.203,108,r403
391,856,R391: CN168 -> 1239591,CN168,J465,junction,1239591:terminal_downstream:391,J464d,boundary,1,40,5,55.307,60,r405
392,857,R392: 1239591 -> CN168,1239591:terminal_upstream:392,J464u,boundary,CN168,J465,junction,1,40,5,55.307,60,r405
393,860,R393: CN28 -> CN139,CN28,J444,junction,CN139,J377,junction,3,80,59,702.661,708,r085
394,865,R394: 1917135 -> 1917149,1917135:terminal_upstream:394,J485u,boundary,1917149,J483,junction,1,40,1,12.385,12,r409
396,868,R396: 1917149 -> 1917135,1917149,J483,junction,1917135:terminal_downstream:396,J485d,boundary,1,40,1,12.385,12,r409
397,871,R397: 455082 -> 1917149,455082,J486,junction,1917149,J483,junction,1,40,12,144.957,144,r398
398,872,R398: 1917149 -> 455082,1917149,J483,junction,455082,J486,junction,1,40,12,144.957,144,r398
399,875,R399: CN141 -> CN28,CN141,J473,junction,CN28,J444,junction,3,80,32,380.093,384,r085
401,888,R401: 2736155 -> 455191,2736155:terminal_upstream:401,J498u,boundary,455191,J495,junction,1,40,3,38.827,36,r400
402,890,R402: 455082 -> 455001,455082,J486,junction,455001,J476,junction,1,40,10,121.456,120,r401
403,891,R403: 455001 -> 455082,455001,J476,junction,455082,J486,junction,1,40,10,121.456,120,r401
404,892,R404: 455001 -> 1917151,455001,J476,junction,1917151:terminal_downstream:404,J480d,boundary,1,40,6,74.101,72,r419
405,893,R405: 1917151 -> 455001,1917151:terminal_upstream:405,J480u,boundary,455001,J476,junction,1,40,6,74.101,72,r419
406,895,R406: 455191 -> 2736155,455191,J495,junction,2736155:terminal_downstream:406,J498d,boundary,1,40,3,38.827,36,r400
409,899,R409: 1917147 -> 455191,1917147,J501,junction,455191,J495,junction,1,40,3,35.347,36,r318
410,900,R410: 455191 -> 1917147,455191,J495,junction,1917147,J501,junction,1,40,3,35.347,36,r318
411,901,R411: CN97 -> 1917147,CN97,J506,junction,1917147,J501,junction,1,40,4,52.415,48,r318
412,902,R412: 1917147 -> CN97,1917147,J501,junction,CN97,J506,junction,1,40,4,52.415,48,r318
413,903,R413: 455191 -> CN98,455191,J495,junction,CN98,J492,junction,1,40,5,58.525,60,r318
414,906,R414: CN98 -> 455191,CN98,J492,junction,455191,J495,junction,1,40,5,58.525,60,r318
415,909,R415: CN97 -> 3363839,CN97,J506,junction,3363839:terminal_downstream:415,J499d,boundary,1,40,7,87.172,84,r423
416,911,R416: CN170 -> CN97,CN170,J508,junction,CN97,J506,junction,1,40,4,42.313,48,r318
417,912,R417: CN97 -> CN170,CN97,J506,junction,CN170,J508,junction,1,40,4,42.313,48,r318
419,918,R419: 454741 -> 454724,454741:terminal_upstream:419,J454u,boundary,454724,J450,junction,1,40,4,53.185,48,r422
420,921,R420: CN171 -> CN170,CN171,J509,junction,CN170,J508,junction,1,40,2,28.055,24,r426
421,922,R421: CN171 -> CN170,CN171,J509,junction,CN170,J508,junction,1,40,2,25.848,24,r428
422,932,R422: CN170 -> CN171,CN170,J508,junction,CN171,J509,junction,1,40,2,25.848,24,r428
423,935,R423: CN98 -> 455082,CN98,J492,junction,455082,J486,junction,1,40,3,36.314,36,r401
424,936,R424: 455082 -> CN98,455082,J486,junction,CN98,J492,junction,1,40,3,36.314,36,r401
425,938,R425: CN98 -> CN87,CN98,J492,junction,CN87,J493,junction,1,40,2,25.054,24,r318
426,942,R426: CN170 -> CN171,CN170,J508,junction,CN171,J509,junction,1,40,2,28.055,24,r426
427,943,R427: CN170 -> 455510,CN170,J508,junction,455510,J513,junction,1,40,9,108.876,108,r318
428,946,R428: CN87 -> CN98,CN87,J493,junction,CN98,J492,junction,1,40,2,25.054,24,r318
429,947,R429: 455804 -> 2736149,455804,J540,junction,2736149:terminal_downstream:429,J544d,boundary,1,40,3,41.495,36,r435
430,948,R430: 2736149 -> 455804,2736149:terminal_upstream:430,J544u,boundary,455804,J540,junction,1,40,3,41.495,36,r435
431,949,R431: 454724 -> 454741,454724,J450,junction,454741:terminal_downstream:431,J454d,boundary,1,40,4,53.185,48,r422
432,951,R432: 454825 -> 454724,454825,J463,junction,454724,J450,junction,1,60,11,136.835,132,r424
433,952,R433: 454724 -> 454825,454724,J450,junction,454825,J463,junction,1,60,11,136.835,132,r424
434,953,R434: CN87 -> 2670219,CN87,J493,junction,2670219,J496,junction,1,80,3,36.218,36,r438
435,954,R435: 3363839 -> CN97,3363839:terminal_upstream:435,J499u,boundary,CN97,J506,junction,1,40,7,87.172,84,r423
436,959,R436: 2736812 -> 454825,2736812:terminal_upstream:436,J466u,boundary,454825,J463,junction,1,40,3,40.206,36,r433
438,965,R438: 2670219 -> 3083594,2670219,J496,junction,3083594,J86,junction,1,80,2,24.821,24,r444
439,966,R439: 2670219 -> 455215:downstream:966,2670219,J496,junction,455215:downstream:966,B324d,boundary,1,80,1,14.228,12,r445
440,967,R440: 455215:upstream:967 -> 2670219,455215:upstream:967,B324u,boundary,2670219,J496,junction,1,80,1,14.228,12,r445
441,968,R441: 455510 -> CN170,455510,J513,junction,CN170,J508,junction,1,40,9,108.876,108,r318
442,969,R442: CN87 -> 3083594,CN87,J493,junction,3083594,J86,junction,1,80,1,5.930,12,r444
443,970,R443: CN96 -> 455510,CN96,J527,junction,455510,J513,junction,1,40,6,66.060,72,r318
444,971,R444: 455510 -> CN96,455510,J513,junction,CN96,J527,junction,1,40,6,66.060,72,r318
445,972,R445: 455150 -> CN87,455150,J491,junction,CN87,J493,junction,1,80,5,64.411,60,r442
446,973,R446: CN87 -> 455150,CN87,J493,junction,455150,J491,junction,1,80,5,64.411,60,r442
447,975,R447: 455061 -> CN141,455061,J482,junction,CN141,J473,junction,1,50,9,104.000,108,r437
451,984,R451: 2736146 -> CN96,2736146,J529,junction,CN96,J527,junction,1,40,1,9.609,12,r318
452,985,R452: 2736146 -> CN95,2736146,J529,junction,CN95,J530,junction,1,40,1,15.597,12,r446
453,986,R453: CN96 -> 2736146,CN96,J527,junction,2736146,J529,junction,1,40,1,9.609,12,r318
454,988,R454: 454825 -> 2736812,454825,J463,junction,2736812:terminal_downstream:454,J466d,boundary,1,40,3,40.206,36,r433
455,992,R455: CN95 -> CN96,CN95,J530,junction,CN96,J527,junction,1,40,1,17.170,12,r447
457,997,R457: CN95 -> 455584,CN95,J530,junction,455584:terminal_downstream:457,J524d,boundary,1,40,5,58.940,60,r317
458,1000,R458: 455099 -> 455061,455099,J488,junction,455061,J482,junction,1,50,4,43.954,48,r449
459,1003,R459: 455099 -> 455067,455099,J488,junction,455067,J484,junction,1,50,3,41.000,36,r319
460,1009,R460: 455067 -> 455061,455067,J484,junction,455061,J482,junction,1,50,3,39.000,36,r437
461,1010,R461: 3921009 -> 3921008,3921009,J510,junction,3921008,J407,junction,1,40,165,1980.805,1980,r455
462,1012,R462: 455067 -> 455094,455067,J484,junction,455094,J487,junction,1,80,3,38.000,36,r319
463,1013,R463: 455094 -> 455067,455094,J487,junction,455067,J484,junction,1,80,3,38.000,36,r319
464,1016,R464: 455150 -> 3289900,455150,J491,junction,3289900,J103,junction,1,80,1,17.889,12,r457
465,1018,R465: RB25 -> 455150,RB25,RB25,roundabout,455150,J491,junction,1,80,2,24.856,24,r456
466,1019,R466: RB25 -> 3289900,RB25,RB25,roundabout,3289900,J103,junction,1,80,1,7.594,12,r457
467,1020,R467: 455094 -> RB25,455094,J487,junction,RB25,RB25,roundabout,1,80,2,25.430,24,r458
469,1024,R469: 454764 -> 2736854,454764,J457,junction,2736854,J505,junction,1,40,52,619.176,624,r454
470,1025,R470: 2646686 -> 454764,2646686,J447,junction,454764,J457,junction,1,40,9,103.603,108,r463
471,1026,R471: 454764 -> 2646686,454764,J457,junction,2646686,J447,junction,1,40,9,103.603,108,r463
472,1027,R472: RB25 -> 3289896,RB25,RB25,roundabout,3289896,J102,junction,1,60,1,6.857,12,r464
473,1028,R473: RB25 -> CN169,RB25,RB25,roundabout,CN169,J489,junction,1,60,2,20.800,24,r466
474,1029,R474: CN169 -> 3289896,CN169,J489,junction,3289896,J102,junction,1,60,1,13.581,12,r464
475,1031,R475: 455174 -> RB25,455174,J494,junction,RB25,RB25,roundabout,1,60,2,23.083,24,r465
477,1034,R477: 455174 -> 2646754,455174,J494,junction,2646754,J500,junction,1,60,5,63.222,60,r467
478,1035,R478: 2646754 -> 455174,2646754,J500,junction,455174,J494,junction,1,60,5,63.222,60,r467
479,1036,R479: CN169 -> 1241078,CN169,J489,junction,1241078:terminal_downstream:479,J490d,boundary,1,40,4,50.539,48,r468
480,1037,R480: 1241078 -> CN169,1241078:terminal_upstream:480,J490u,boundary,CN169,J489,junction,1,40,4,50.539,48,r468
482,1042,R482: 2646686 -> 454645,2646686,J447,junction,454645,J443,junction,1,40,10,124.473,120,r463
483,1043,R483: 2646686 -> 2646723,2646686,J447,junction,2646723,J461,junction,1,40,10,114.928,120,r470
484,1044,R484: 2646723 -> 2646686,2646723,J461,junction,2646686,J447,junction,1,40,10,114.928,120,r470
485,1051,R485: 454645 -> 2646686,454645,J443,junction,2646686,J447,junction,1,40,10,124.473,120,r463
486,1054,R486: 454645 -> 454803:downstream:1054,454645,J443,junction,454803:downstream:1054,B301d,boundary,1,60,22,261.278,264,r370
489,1062,R489: 2736854 -> 454764,2736854,J505,junction,454764,J457,junction,1,40,52,619.176,624,r454
491,1065,R491: 454803:upstream:1065 -> 454645,454803:upstream:1065,B301u,boundary,454645,J443,junction,1,60,22,261.278,264,r370
492,1066,R492: 454576 -> 3596884,454576,J435,junction,3596884,J417,junction,1,40,23,280.329,276,r477
493,1067,R493: 3596884 -> 454576,3596884,J417,junction,454576,J435,junction,1,40,23,280.329,276,r477
494,1068,R494: CN139 -> 4004427,CN139,J377,junction,4004427,J319,junction,2,80,50,605.849,600,r478
498,1084,R498: CN165 -> 454208,CN165,J382,junction,454208,J387,junction,2,60,5,62.543,60,r486
499,1085,R499: CN27 -> CN119,CN27,J373,junction,CN119,J378,junction,1,50,7,88.739,84,r487
500,1086,R500: 454910 -> 1407100,454910,J468,junction,1407100:terminal_downstream:500,J478d,boundary,1,40,11,136.676,132,r489
501,1087,R501: 4021138 -> CN119,4021138,J358,junction,CN119,J378,junction,2,80,15,183.661,180,r490
504,1092,R504: 454208 -> CN165,454208,J387,junction,CN165,J382,junction,2,60,5,59.391,60,r491
505,1097,R505: 1407100 -> 454910,1407100:terminal_upstream:505,J478u,boundary,454910,J468,junction,1,40,11,136.676,132,r489
506,1103,R506: CN166 -> 454309,CN166,J401,junction,454309,J400,junction,1,40,2,24.441,24,r497
508,1108,R508: 454208 -> CN61,454208,J387,junction,CN61,J394,junction,2,60,5,60.582,60,r500
509,1109,R509: CN61 -> 454208,CN61,J394,junction,454208,J387,junction,2,60,5,60.582,60,r500
510,1111,R510: 454309 -> CN166,454309,J400,junction,CN166,J401,junction,1,40,2,24.115,24,r496
511,1112,R511: 454309 -> 454341,454309,J400,junction,454341,J404,junction,1,60,3,32.052,36,r501
513,1119,R513: 454949 -> 454910,454949,J471,junction,454910,J468,junction,1,40,5,56.112,60,r398
514,1120,R514: 454910 -> 454949,454910,J468,junction,454949,J471,junction,1,40,5,56.112,60,r398
515,1121,R515: 454910 -> 454781,454910,J468,junction,454781,J460,junction,1,40,15,184.489,180,r398
516,1122,R516: 454781 -> 454910,454781,J460,junction,454910,J468,junction,1,40,15,184.489,180,r398
517,1123,R517: 454309 -> 454292,454309,J400,junction,454292,J399,junction,2,60,2,29.765,24,r500
518,1124,R518: 454341 -> 454309,454341,J404,junction,454309,J400,junction,2,60,2,29.785,24,r503
519,1125,R519: 454341 -> 454419,454341,J404,junction,454419,J416,junction,1,60,8,99.981,96,r500
520,1126,R520: 454419 -> 454341,454419,J416,junction,454341,J404,junction,1,60,8,99.981,96,r500
521,1127,R521: 454292 -> 454309,454292,J399,junction,454309,J400,junction,2,60,2,29.765,24,r500
523,1131,R523: 454292 -> CN61,454292,J399,junction,CN61,J394,junction,2,60,2,29.287,24,r506
524,1133,R524: CN61 -> 454292,CN61,J394,junction,454292,J399,junction,2,60,2,26.339,24,r505
525,1134,R525: 454949 -> 455010,454949,J471,junction,455010,J477,junction,1,40,11,135.560,132,r507
526,1135,R526: 454949 -> 455010,454949,J471,junction,455010,J477,junction,1,40,9,111.462,108,r398
527,1136,R527: 3078487:upstream:1136 -> CN61,3078487:upstream:1136,B253u,boundary,CN61,J394,junction,2,60,1,2.844,12,r506
528,1137,R528: CN61 -> 454268,CN61,J394,junction,454268,J396,junction,1,40,3,31.817,36,r508
529,1138,R529: CN61 -> 3078487:downstream:1138,CN61,J394,junction,3078487:downstream:1138,B253d,boundary,2,60,1,2.564,12,r506
531,1143,R531: CN119 -> CN108,CN119,J378,junction,CN108,J390,junction,3,80,8,99.253,96,r081
532,1146,R532: 455010 -> 454949,455010,J477,junction,454949,J471,junction,1,40,11,135.560,132,r507
534,1149,R534: 454268 -> CN61,454268,J396,junction,CN61,J394,junction,1,40,3,32.178,36,r509
535,1150,R535: 454419 -> 454423,454419,J416,junction,454423,J418,junction,1,60,5,64.711,60,r500
536,1151,R536: 454781 -> 454800,454781,J460,junction,454800,J462,junction,1,40,4,46.127,48,r402
537,1152,R537: 454800 -> 454781,454800,J462,junction,454781,J460,junction,1,40,4,46.127,48,r402
539,1156,R539: CN108 -> CN109,CN108,J390,junction,CN109,J397,junction,1,80,4,50.000,48,r519
540,1157,R540: CN108 -> CN109,CN108,J390,junction,CN109,J397,junction,3,80,6,70.578,72,r081
543,1167,R543: 454423 -> 454419,454423,J418,junction,454419,J416,junction,1,60,5,64.711,60,r500
544,1172,R544: CN109 -> CN117,CN109,J397,junction,CN117,J474,junction,3,80,76,907.494,912,r081
545,1173,R545: 454774 -> 454781,454774,J458,junction,454781,J460,junction,1,40,3,34.466,36,r402
546,1174,R546: 454781 -> 454774,454781,J460,junction,454774,J458,junction,1,40,3,34.466,36,r402
547,1175,R547: 455010 -> 454949,455010,J477,junction,454949,J471,junction,1,40,9,111.462,108,r398
548,1181,R548: 454423 -> RB23,454423,J418,junction,RB23,RB23,roundabout,1,60,3,39.343,36,r528
549,1185,R549: CN105 -> 454138,CN105,J384,junction,454138:terminal_downstream:549,J381d,boundary,1,40,3,34.278,36,r527
550,1186,R550: 454138 -> CN105,454138:terminal_upstream:550,J381u,boundary,CN105,J384,junction,1,40,3,34.278,36,r527
551,1188,R551: RB23 -> CN139,RB23,RB23,roundabout,CN139,J377,junction,1,50,26,316.054,312,r516
552,1189,R552: RB23 -> 3078505,RB23,RB23,roundabout,3078505,J82,junction,1,60,1,5.451,12,r535
553,1190,R553: 454440 -> RB23,454440,J420,junction,RB23,RB23,roundabout,1,60,2,25.247,24,r536
554,1191,R554: 2479050 -> 454440,2479050,J424,junction,454440,J420,junction,2,60,7,79.543,84,r537
555,1192,R555: 454440 -> 2479050,454440,J420,junction,2479050,J424,junction,2,60,7,79.543,84,r537
556,1193,R556: 454108 -> CN105,454108,J376,junction,CN105,J384,junction,1,60,3,37.861,36,r538
557,1194,R557: RB23 -> 454402,RB23,RB23,roundabout,454402,J414,junction,1,60,2,24.114,24,r539
559,1197,R559: CN105 -> 454108,CN105,J384,junction,454108,J376,junction,1,60,3,35.275,36,r541
560,1198,R560: 2479050 -> 3289907,2479050,J424,junction,3289907,J104,junction,1,60,2,22.369,24,r542
561,1199,R561: RB24 -> 3289907,RB24,RB24,roundabout,3289907,J104,junction,1,60,1,12.186,12,r542
562,1200,R562: CN28 -> RB24,CN28,J444,junction,RB24,RB24,roundabout,1,50,16,188.000,192,r545
563,1201,R563: 454402 -> 3078505,454402,J414,junction,3078505,J82,junction,1,60,2,18.524,24,r535
564,1202,R564: RB24 -> 2479050,RB24,RB24,roundabout,2479050,J424,junction,1,60,3,32.050,36,r543
565,1204,R565: 454402 -> 454372,454402,J414,junction,454372,J411,junction,1,60,5,61.693,60,r540
567,1210,R567: CN54 -> RB24,CN54,J431,junction,RB24,RB24,roundabout,1,60,2,26.506,24,r548
569,1215,R569: CN54 -> 3083404,CN54,J431,junction,3083404,J85,junction,1,60,1,6.551,12,r552
570,1218,R570: 454372 -> 454402,454372,J411,junction,454402,J414,junction,1,60,5,61.693,60,r540
572,1221,R572: CN54 -> 3083404,CN54,J431,junction,3083404,J85,junction,1,60,4,52.529,48,r552
575,1224,R575: 454372 -> 454497,454372,J411,junction,454497,J423,junction,1,40,16,196.250,192,r554
576,1226,R576: 454497 -> 454372,454497,J423,junction,454372,J411,junction,1,40,16,196.250,192,r554
580,1267,R580: 454096 -> RB22,454096,J374,junction,RB22,RB22,roundabout,1,60,2,28.555,24,r568
583,1271,R583: 1403399 -> 454380,1403399:terminal_upstream:583,J415u,boundary,454380,J413,junction,1,40,17,198.092,204,r570
584,1274,R584: 454131 -> 2646761,454131,J379,junction,2646761,J389,junction,1,60,8,92.196,96,r370
585,1275,R585: 2646761 -> 454131,2646761,J389,junction,454131,J379,junction,1,60,8,92.196,96,r370
586,1279,R586: 2646761 -> CN167,2646761,J389,junction,CN167,J405,junction,1,60,11,133.898,132,r370
587,1280,R587: CN167 -> 2646761,CN167,J405,junction,2646761,J389,junction,1,60,11,133.898,132,r370
588,1281,R588: 2646761 -> 2646762,2646761,J389,junction,2646762,J388,junction,1,40,7,81.165,84,r573
589,1282,R589: 454131 -> 3294435,454131,J379,junction,3294435,J125,junction,1,60,1,16.649,12,r576
590,1283,R590: 2646762 -> 2646761,2646762,J388,junction,2646761,J389,junction,1,40,7,81.165,84,r573
591,1284,R591: RB22 -> 454131,RB22,RB22,roundabout,454131,J379,junction,1,60,2,21.542,24,r574
593,1287,R593: 454058 -> RB22,454058,J368,junction,RB22,RB22,roundabout,1,60,2,27.537,24,r577
594,1288,R594: RB22 -> 3294435,RB22,RB22,roundabout,3294435,J125,junction,1,60,1,5.195,12,r576
595,1290,R595: RB22 -> 454113,RB22,RB22,roundabout,454113,J375,junction,1,60,2,21.561,24,r580
596,1291,R596: RB22 -> 3294427,RB22,RB22,roundabout,3294427,J124,junction,1,60,1,6.265,12,r581
597,1293,R597: CN167 -> CN68,CN167,J405,junction,CN68:terminal_downstream:597,J406d,boundary,1,40,9,110.235,108,r582
599,1299,R599: 454113 -> 3294427,454113,J375,junction,3294427,J124,junction,1,60,1,15.283,12,r581
600,1302,R600: 454113 -> 2646758,454113,J375,junction,2646758,J380,junction,1,60,10,119.582,120,r586
601,1303,R601: 2646758 -> 454113,2646758,J380,junction,454113,J375,junction,1,60,10,119.582,120,r586
602,1304,R602: CN167 -> 454380,CN167,J405,junction,454380,J413,junction,1,60,4,45.658,48,r370
603,1305,R603: CN68 -> CN167,CN68:terminal_upstream:603,J406u,boundary,CN167,J405,junction,1,40,9,110.235,108,r582
604,1306,R604: 454380 -> CN167,454380,J413,junction,CN167,J405,junction,1,60,4,45.658,48,r370
605,1308,R605: 454380 -> 1403399,454380,J413,junction,1403399:terminal_downstream:605,J415d,boundary,1,40,17,198.092,204,r570
606,1309,R606: 454380 -> CN104,454380,J413,junction,CN104,J426,junction,1,60,14,166.565,168,r370
607,1310,R607: CN104 -> 454380,CN104,J426,junction,454380,J413,junction,1,60,14,166.565,168,r370
609,1319,R609: CN104 -> 454543,CN104,J426,junction,454543,J429,junction,1,60,3,34.773,36,r370
610,1320,R610: 454543 -> CN104,454543,J429,junction,CN104,J426,junction,1,60,3,34.773,36,r370
611,1321,R611: 454543 -> 454555,454543,J429,junction,454555,J432,junction,1,60,2,23.623,24,r591
612,1322,R612: 454555 -> 454543,454555,J432,junction,454543,J429,junction,1,60,2,22.637,24,r592
613,1323,R613: 454555 -> 2646769,454555,J432,junction,2646769,J434,junction,1,60,3,35.866,36,r370
614,1324,R614: 2646769 -> 454555,2646769,J434,junction,454555,J432,junction,1,60,3,35.866,36,r370
615,1332,R615: 2646758 -> 454130:downstream:1332,2646758,J380,junction,454130:downstream:1332,B237d,boundary,1,60,2,18.005,24,r586
616,1335,R616: 454130:upstream:1335 -> 2646758,454130:upstream:1335,B237u,boundary,2646758,J380,junction,1,60,2,18.005,24,r586
617,1336,R617: 2646769 -> 454629:downstream:1336,2646769,J434,junction,454629:downstream:1336,B285d,boundary,1,60,9,113.158,108,r370
618,1337,R618: 454629:upstream:1337 -> 2646769,454629:upstream:1337,B285u,boundary,2646769,J434,junction,1,60,9,113.158,108,r370
619,1338,R619: 3921011 -> CN137,3921011,J279,junction,CN137,J348,junction,2,40,67,804.805,804,r596
620,1339,R620: CN136 -> 3921005,CN136,J345,junction,3921005,J278,junction,2,40,67,805.685,804,r597
621,1340,R621: CN118 -> 4021138,CN118,J303,junction,4021138,J358,junction,2,80,60,725.158,720,r490
622,1349,R622: CN130 -> 454018,CN130,J360,junction,454018,J363,junction,1,40,8,93.174,96,r602
624,1367,R624: CN130 -> CN162,CN130,J360,junction,CN162,J361,junction,1,40,3,41.447,36,r610
626,1376,R626: CN162 -> CN130,CN162,J361,junction,CN130,J360,junction,1,40,4,42.195,48,r609
627,1377,R627: 453959 -> CN162,453959,J355,junction,CN162,J361,junction,2,60,4,51.366,48,r613
628,1378,R628: CN162 -> 3077504:downstream:1378,CN162,J361,junction,3077504:downstream:1378,B229d,boundary,2,60,1,8.144,12,r613
629,1379,R629: CN162 -> 3082173,CN162,J361,junction,3082173,B177,boundary,1,60,1,17.128,12,r615
630,1380,R630: 3077504:upstream:1380 -> CN162,3077504:upstream:1380,B229u,boundary,CN162,J361,junction,2,60,1,3.927,12,r613
631,1381,R631: CN162 -> 2228113,CN162,J361,junction,2228113,J365,junction,2,60,3,32.259,36,r613
632,1382,R632: 2228113 -> CN27,2228113,J365,junction,CN27,J373,junction,3,60,5,63.506,60,r613
