road_id,original_sim_road_id,road_label,upstream_node_id,upstream_node_label,upstream_kind,downstream_node_id,downstream_node_label,downstream_kind,lanes,speed_limit,blocks_12m,length_m,rounded_length_m,source_road_ids
968,2169,R968: CN15 -> 3290226,CN15,J107,junction,3290226,J108,junction,1,40,2,21.776,24,r939
969,2170,R969: 452741 -> 1238834,452741,J168,junction,1238834:terminal_downstream:969,J150d,boundary,1,40,10,125.838,120,r919
971,2172,R971: 452741 -> CN06,452741,J168,junction,CN06:terminal_downstream:971,J172d,boundary,1,40,4,47.468,48,r935
972,2175,R972: 452741 -> 452753,452741,J168,junction,452753,J170,junction,1,40,6,66.107,72,r919
973,2176,R973: CN15 -> 2538516,CN15,J107,junction,2538516:terminal_downstream:973,J103d,boundary,1,40,2,23.422,24,r946
974,2177,R974: 2538516 -> CN15,2538516:terminal_upstream:974,J103u,boundary,CN15,J107,junction,1,40,2,23.422,24,r946
975,2178,R975: 1817926 -> 3290230,1817926,J121,boundary,3290230,J109,junction,2,60,15,179.460,180,r947
976,2179,R976: CN15 -> 452387,CN15,J107,junction,452387,J109,junction,1,40,15,174.716,180,r933
977,2181,R977: CN148 -> 452600,CN148,J138,junction,452600,J134,junction,1,50,11,135.363,132,r951
978,2190,R978: 3642193 -> 451463,3642193,J02,junction,451463,J07,junction,1,40,8,93.305,96,r956
979,2191,R979: 451463 -> 3642193,451463,J07,junction,3642193,J02,junction,1,40,8,93.305,96,r956
982,2198,R982: RB13 -> 452638,RB13,RB13,roundabout,452638,J141,junction,1,50,11,128.568,132,r926
984,2201,R984: 452671 -> 452690,452671,J147,junction,452690,J153,junction,1,50,9,106.055,108,r926
986,2204,R986: 452753 -> 452741,452753,J170,junction,452741,J168,junction,1,40,6,66.107,72,r919
987,2205,R987: 452753 -> 3290238,452753,J170,junction,3290238,J110,junction,1,40,1,15.176,12,r963
988,2206,R988: 452039 -> 2538421,452039,J75,junction,2538421,J74,junction,1,40,6,71.496,72,r890
989,2207,R989: 2538421 -> 452039,2538421,J74,junction,452039,J75,junction,1,40,6,71.496,72,r890
991,2209,R991: 1412982 -> 452387,1412982,J126,junction,452387,J109,junction,1,40,26,314.939,312,r964
992,2210,R992: 452671 -> RB13,452671,J147,junction,RB13,RB13,roundabout,1,50,5,56.927,60,r955
993,2211,R993: RB14 -> 452753,RB14,RB14,roundabout,452753,J170,junction,1,40,1,15.640,12,r962
994,2212,R994: RB14 -> 3077176,RB14,RB14,roundabout,3077176,B159,boundary,1,80,1,5.412,12,r959
995,2213,R995: RB14 -> 3290238,RB14,RB14,roundabout,3290238,J110,junction,1,40,1,6.148,12,r963
996,2214,R996: RB14 -> RB13,RB14,RB14,roundabout,RB13,RB13,roundabout,1,80,5,58.628,60,r961
997,2215,R997: 451463 -> 451450,451463,J07,junction,451450,J06,junction,1,60,4,53.718,48,r895
998,2218,R998: RB14 -> 452764,RB14,RB14,roundabout,452764,J171,junction,1,60,2,27.437,24,r967
999,2219,R999: CN148 -> 452671,CN148,J138,junction,452671,J147,junction,1,50,6,76.001,72,r926
1000,2220,R1000: RB14 -> 3290243,RB14,RB14,roundabout,3290243,J111,junction,1,60,1,6.299,12,r968
1001,2223,R1001: 452764 -> 3290243,452764,J171,junction,3290243,J111,junction,2,60,2,20.441,24,r968
1002,2225,R1002: CN149 -> CN154,CN149,J161,junction,CN154,J232,junction,3,80,121,1449.010,1452,r081
1003,2226,R1003: 452764 -> CN51,452764,J171,junction,CN51,J192,junction,1,60,17,204.589,204,r820
1004,2227,R1004: 451450 -> 451463,451450,J06,junction,451463,J07,junction,1,60,4,53.718,48,r895
1005,2228,R1005: 451450 -> 3290936,451450,J06,junction,3290936,J112,junction,1,60,2,24.748,24,r975
1006,2230,R1006: RB10 -> 452600,RB10,RB10,roundabout,452600,J134,junction,1,50,12,141.686,144,r916
1007,2232,R1007: RB10 -> 3290230,RB10,RB10,roundabout,3290230,J109,junction,1,60,1,10.188,12,r947
1008,2233,R1008: 2538421 -> CN40,2538421,J74,junction,CN40,J76,junction,1,40,2,24.613,24,r981
1009,2234,R1009: CN08 -> 451996,CN08:terminal_upstream:1009,J59u,boundary,451996,J67,junction,1,40,4,46.102,48,r982
1010,2235,R1010: 451996 -> CN08,451996,J67,junction,CN08:terminal_downstream:1010,J59d,boundary,1,40,4,46.102,48,r982
1011,2240,R1011: 0.07948881@2802005:upstream:2240 -> CN148,0.07948881@2802005:upstream:2240,B01u,boundary,CN148,J138,junction,2,80,193,2315.092,2316,r984
1012,2241,R1012: 452729 -> RB10,452729,J163,junction,RB10,RB10,roundabout,1,50,12,139.001,144,r977
1013,2242,R1013: 452638 -> 3182400,452638,J141,junction,3182400,J133,junction,2,80,3,38.288,36,r985
1015,2244,R1015: 451996 -> CN40,451996,J67,junction,CN40,J76,junction,1,40,3,39.375,36,r945
1017,2247,R1017: 451386:upstream:2247 -> RB01,451386:upstream:2247,B05u,boundary,RB01,RB01,roundabout,1,60,2,26.005,24,r987
1018,2248,R1018: CN40 -> 2538421,CN40,J76,junction,2538421,J74,junction,1,40,2,22.034,24,r980
1019,2250,R1019: RB01 -> 451450,RB01,RB01,roundabout,451450,J06,junction,1,60,2,29.641,24,r974
1020,2251,R1020: 451750 -> 451873,451750,J30,junction,451873,J50,junction,1,40,15,178.424,180,r990
1021,2252,R1021: RB01 -> 3290936,RB01,RB01,roundabout,3290936,J112,junction,1,60,1,7.002,12,r975
1023,2255,R1023: CN40 -> 451996,CN40,J76,junction,451996,J67,junction,1,40,3,39.375,36,r945
1025,2260,R1025: 1412982 -> 2538562,1412982,J126,junction,2538562,J115,junction,1,40,15,183.839,180,r993
1026,2261,R1026: 3078541:upstream:2261 -> RB01,3078541:upstream:2261,B06u,boundary,RB01,RB01,roundabout,1,60,1,6.416,12,r994
1027,2262,R1027: 452387 -> CN15,452387,J109,junction,CN15,J107,junction,1,40,15,174.716,180,r933
1029,2265,R1029: 3182400 -> 3182405:downstream:2265,3182400,J133,junction,3182405:downstream:2265,B02d,boundary,2,80,184,2204.191,2208,r985
1030,2266,R1030: RB01 -> 3290940,RB01,RB01,roundabout,3290940,J113,junction,1,40,1,5.153,12,r996
1031,2271,R1031: 452387 -> 1412982,452387,J109,junction,1412982,J126,junction,1,40,26,314.939,312,r964
1032,2272,R1032: 451873 -> CN41,451873,J50,junction,CN41,J56,junction,1,40,4,52.383,48,r1001
1033,2273,R1033: CN41 -> 451873,CN41,J56,junction,451873,J50,junction,1,40,4,52.383,48,r1001
1034,2274,R1034: 452387 -> 2538414,452387,J109,junction,2538414,J104,junction,1,40,10,122.783,120,r933
1035,2277,R1035: 451873 -> 451750,451873,J50,junction,451750,J30,junction,1,40,15,178.424,180,r990
1036,2278,R1036: CN151 -> CN146,CN151,J178,junction,CN146,J125,junction,2,80,44,531.568,528,r085
1037,2279,R1037: CN151 -> 452729,CN151,J178,junction,452729,J163,junction,1,50,13,156.709,156,r977
1038,2280,R1038: 451873 -> CN41,451873,J50,junction,CN41,J56,junction,1,40,3,31.498,36,r990
1039,2281,R1039: CN41 -> 451873,CN41,J56,junction,451873,J50,junction,1,40,3,31.498,36,r990
1040,2284,R1040: 451476 -> RB01,451476,J09,junction,RB01,RB01,roundabout,1,60,4,42.977,48,r1003
1041,2290,R1041: 2538562 -> 1412982,2538562,J115,junction,1412982,J126,junction,1,40,15,183.839,180,r993
1042,2291,R1042: 1412982 -> 2538562,1412982,J126,junction,2538562,J115,junction,1,40,9,105.961,108,r1006
1043,2292,R1043: 2538562 -> 1412982,2538562,J115,junction,1412982,J126,junction,1,40,9,105.961,108,r1006
1044,2293,R1044: 451476 -> 451508,451476,J09,junction,451508,J12,junction,1,60,15,178.777,180,r1007
1045,2295,R1045: 451508 -> 451476,451508,J12,junction,451476,J09,junction,1,60,15,178.777,180,r1007
1046,2296,R1046: CN51 -> 452764,CN51,J192,junction,452764,J171,junction,1,60,17,204.589,204,r820
1047,2300,R1047: RB08 -> RB10,RB08,RB08,roundabout,RB10,RB10,roundabout,1,60,7,80.851,84,r997
1049,2302,R1049: RB08 -> 3078472,RB08,RB08,roundabout,3078472,B165,boundary,1,60,1,6.673,12,r998
1052,2307,R1052: RB08 -> RB14,RB08,RB08,roundabout,RB14,RB14,roundabout,1,60,20,245.165,240,r966
1055,2313,R1055: 2538414 -> 452387,2538414,J104,junction,452387,J109,junction,1,40,10,122.783,120,r933
1056,2316,R1056: RB08 -> 3078555,RB08,RB08,roundabout,3078555,B176,boundary,1,60,1,9.790,12,r969
1057,2317,R1057: 2538560 -> 2538415,2538560:terminal_upstream:1057,J96u,boundary,2538415,J101,junction,1,40,3,34.465,36,r1024
1058,2320,R1058: 2538414 -> RB05,2538414,J104,junction,RB05,RB05,roundabout,1,40,2,28.704,24,r1026
1059,2321,R1059: 3587470 -> 3605101,3587470,J142,junction,3605101,J146,junction,1,40,1,13.714,12,r1011
1060,2322,R1060: 2538415 -> 2538560,2538415,J101,junction,2538560:terminal_downstream:1060,J96d,boundary,1,40,3,34.465,36,r1024
1061,2329,R1061: RB05 -> 2538414,RB05,RB05,roundabout,2538414,J104,junction,1,40,2,28.926,24,r1027
1062,2330,R1062: 3587470 -> 1238650,3587470,J142,junction,1238650,J151,junction,1,40,6,75.639,72,r1030
1063,2331,R1063: 1917096 -> RB08,1917096,J113,junction,RB08,RB08,roundabout,1,60,15,177.186,180,r1021
1064,2334,R1064: 2538415 -> RB05,2538415,J101,junction,RB05,RB05,roundabout,1,40,2,19.170,24,r1033
1065,2335,R1065: RB05 -> 2538415,RB05,RB05,roundabout,2538415,J101,junction,1,40,2,19.134,24,r1032
1066,2336,R1066: CN144 -> 2538384:downstream:2336,CN144,J114,junction,2538384:downstream:2336,B79d,boundary,1,40,10,119.487,120,r1035
1067,2337,R1067: RB05 -> CN144,RB05,RB05,roundabout,CN144,J114,junction,1,40,7,80.260,84,r1036
1068,2338,R1068: RB05 -> 1917096,RB05,RB05,roundabout,1917096,J113,junction,1,40,7,78.135,84,r1037
1069,2339,R1069: CN144 -> 452488,CN144,J114,junction,452488:terminal_downstream:1069,J122d,boundary,1,40,7,78.034,84,r1031
1070,2340,R1070: 452488 -> CN144,452488:terminal_upstream:1070,J122u,boundary,CN144,J114,junction,1,40,7,78.034,84,r1031
1071,2341,R1071: RB05 -> CN45,RB05,RB05,roundabout,CN45,J106,junction,1,40,2,27.524,24,r1039
1072,2346,R1072: RB05 -> 2538407,RB05,RB05,roundabout,2538407,J100,junction,1,40,2,25.984,24,r1041
1073,2347,R1073: 2538407 -> RB05,2538407,J100,junction,RB05,RB05,roundabout,1,40,2,28.015,24,r1038
1074,2348,R1074: CN45 -> RB05,CN45,J106,junction,RB05,RB05,roundabout,1,40,2,26.431,24,r1042
1076,2354,R1076: 1238650 -> 3587470,1238650,J151,junction,3587470,J142,junction,1,40,6,75.639,72,r1030
1077,2356,R1077: 1238650 -> 452563,1238650,J151,junction,452563,J130,junction,1,40,11,126.550,132,r1046
1078,2357,R1078: 2538385:upstream:2357 -> CN144,2538385:upstream:2357,B75u,boundary,CN144,J114,junction,1,40,3,34.080,36,r1047
1079,2358,R1079: CN144 -> RB05,CN144,J114,junction,RB05,RB05,roundabout,1,40,7,80.260,84,r1036
1080,2359,R1080: CN45 -> RB06,CN45,J106,junction,RB06,RB06,roundabout,1,40,2,21.410,24,r1048
1081,2364,R1081: RB06 -> 1917096,RB06,RB06,roundabout,1917096,J113,junction,1,60,2,18.400,24,r1021
1082,2367,R1082: RB06 -> 3291651,RB06,RB06,roundabout,3291651,B208,boundary,1,60,1,8.287,12,r1023
1085,2381,R1085: 452563 -> 3587470,452563,J130,junction,3587470,J142,junction,1,40,11,128.702,132,r1011
1087,2384,R1087: 452734 -> CN46,452734,J165,junction,CN46,J173,junction,1,40,5,54.177,60,r826
1088,2385,R1088: 452734 -> 2541046,452734,J165,junction,2541046,J157,junction,1,40,7,82.435,84,r1061
1089,2386,R1089: RB06 -> 3291645,RB06,RB06,roundabout,3291645,J114,junction,1,40,1,7.697,12,r1062
1090,2388,R1090: 2541046 -> 452734,2541046,J157,junction,452734,J165,junction,1,40,7,82.435,84,r1061
1091,2390,R1091: 452616 -> 452563,452616,J136,junction,452563,J130,junction,1,40,5,58.559,60,r1011
1092,2391,R1092: 452563 -> 452616,452563,J130,junction,452616,J136,junction,1,40,5,58.559,60,r1011
1093,2396,R1093: 452616 -> CN38,452616,J136,junction,CN38:terminal_downstream:1093,J129d,boundary,1,40,6,68.447,72,r1011
1094,2397,R1094: 452616 -> 452654,452616,J136,junction,452654,J145,junction,1,40,6,70.843,72,r1068
1095,2398,R1095: CN38 -> 452616,CN38:terminal_upstream:1095,J129u,boundary,452616,J136,junction,1,40,6,68.447,72,r1011
1096,2401,R1096: CN01 -> 2541046,CN01,J152,junction,2541046,J157,junction,1,40,5,56.710,60,r1061
1097,2402,R1097: 2541046 -> CN01,2541046,J157,junction,CN01,J152,junction,1,40,5,56.710,60,r1061
1098,2403,R1098: 2541046 -> CN46,2541046,J157,junction,CN46,J173,junction,1,40,10,124.008,120,r1064
1099,2409,R1099: 3342438 -> 3342501,3342438,J98,boundary,3342501,J139,junction,1,60,2,20.001,24,r1075
1101,2411,R1101: 451894 -> 1409921,451894,J53,junction,1409921:terminal_downstream:1101,J44d,boundary,1,40,5,62.526,60,r1076
1102,2412,R1102: 1409921 -> 451894,1409921:terminal_upstream:1102,J44u,boundary,451894,J53,junction,1,40,5,62.526,60,r1076
1103,2414,R1103: 452654 -> 452616,452654,J145,junction,452616,J136,junction,1,40,6,70.843,72,r1068
1104,2415,R1104: RB04 -> 3342501,RB04,RB04,roundabout,3342501,J139,junction,1,60,1,7.125,12,r1075
1105,2416,R1105: RB04 -> 3342422,RB04,RB04,roundabout,3342422,J130,junction,1,60,1,6.180,12,r1078
1107,2420,R1107: RB04 -> 3342460,RB04,RB04,roundabout,3342460,J91,junction,1,60,3,35.307,36,r1081
1108,2421,R1108: 452568 -> 452654,452568,J131,junction,452654,J145,junction,1,40,8,98.426,96,r1082
1109,2422,R1109: 452654 -> 452568,452654,J145,junction,452568,J131,junction,1,40,8,98.426,96,r1082
1110,2423,R1110: 452654 -> CN01,452654,J145,junction,CN01,J152,junction,1,40,3,41.277,36,r1082
1111,2424,R1111: RB04 -> 3342425,RB04,RB04,roundabout,3342425,J131,junction,1,60,1,6.201,12,r1083
1112,2425,R1112: 3342460 -> 3342422,3342460,J91,junction,3342422,J130,junction,1,60,2,29.436,24,r1078
1113,2426,R1113: CN01 -> 452654,CN01,J152,junction,452654,J145,junction,1,40,3,41.277,36,r1082
1117,2438,R1117: 451894 -> 2813573,451894,J53,junction,2813573,J49,junction,1,40,6,73.274,72,r1090
1118,2439,R1118: 2813573 -> 451894,2813573,J49,junction,451894,J53,junction,1,40,6,73.274,72,r1090
1119,2442,R1119: CN43 -> 1221170,CN43,J29,junction,1221170:terminal_downstream:1119,J35d,boundary,1,40,12,144.565,144,r1092
1120,2443,R1120: 1221170 -> CN43,1221170:terminal_upstream:1120,J35u,boundary,CN43,J29,junction,1,40,12,144.565,144,r1092
1121,2444,R1121: 2813573 -> 2813640,2813573,J49,junction,2813640:terminal_downstream:1121,J38d,boundary,1,40,6,74.882,72,r1093
1122,2445,R1122: 2813640 -> 2813573,2813640:terminal_upstream:1122,J38u,boundary,2813573,J49,junction,1,40,6,74.882,72,r1093
1125,2449,R1125: CN143 -> 452450,CN143,J112,junction,452450,J117,junction,1,60,3,35.041,36,r1085
1127,2451,R1127: 3078493:upstream:2451 -> CN143,3078493:upstream:2451,B74u,boundary,CN143,J112,junction,1,60,1,1.862,12,r1088
1128,2452,R1128: CN143 -> 3078493:downstream:2452,CN143,J112,junction,3078493:downstream:2452,B74d,boundary,1,60,1,3.673,12,r1088
1129,2453,R1129: CN143 -> 452399,CN143,J112,junction,452399:terminal_downstream:1129,J111d,boundary,1,40,1,17.121,12,r1094
1130,2454,R1130: 452450 -> 452524,452450,J117,junction,452524,J128,junction,1,60,9,110.479,108,r1096
1131,2455,R1131: 452450 -> CN143,452450,J117,junction,CN143,J112,junction,1,60,3,31.479,36,r1088
1132,2456,R1132: 452399 -> CN143,452399:terminal_upstream:1132,J111u,boundary,CN143,J112,junction,1,40,1,16.513,12,r1095
1133,2457,R1133: CN05 -> CN56,CN05,J169,junction,CN56,J159,junction,1,40,4,49.192,48,r1099
1134,2458,R1134: 452524 -> 452450,452524,J128,junction,452450,J117,junction,1,60,9,110.479,108,r1096
1135,2459,R1135: 452568 -> 3291816,452568,J131,junction,3291816,J121,junction,1,40,2,25.222,24,r1101
1136,2461,R1136: 2813573 -> CN121,2813573,J49,junction,CN121,J43,junction,1,40,11,137.542,132,r1090
1137,2462,R1137: 452524 -> RB09,452524,J128,junction,RB09,RB09,roundabout,1,60,2,27.736,24,r1103
1138,2463,R1138: CN56 -> CN05,CN56,J159,junction,CN05,J169,junction,1,40,4,49.192,48,r1099
1139,2464,R1139: RB09 -> 452568,RB09,RB09,roundabout,452568,J131,junction,1,40,2,27.231,24,r1100
1140,2465,R1140: RB09 -> 3291816,RB09,RB09,roundabout,3291816,J121,junction,1,40,1,2.836,12,r1101
1141,2466,R1141: RB09 -> CN47,RB09,RB09,roundabout,CN47,J137,junction,1,60,4,49.195,48,r1107
1142,2467,R1142: CN55 -> CN56,CN55,J149,junction,CN56,J159,junction,1,40,5,56.816,60,r1108
1143,2468,R1143: CN56 -> CN55,CN56,J159,junction,CN55,J149,junction,1,40,5,56.816,60,r1108
1144,2473,R1144: RB09 -> 3291818,RB09,RB09,roundabout,3291818,J122,junction,1,60,1,4.065,12,r1111
1145,2476,R1145: CN56 -> CN55,CN56,J159,junction,CN55,J149,junction,1,40,4,53.041,48,r1099
1146,2477,R1146: CN55 -> CN56,CN55,J149,junction,CN56,J159,junction,1,40,4,53.041,48,r1099
1147,2481,R1147: CN47 -> 3291818,CN47,J137,junction,3291818,J122,junction,1,60,4,44.537,48,r1111
1150,2486,R1150: 3225774 -> 3342493,3225774,J77,junction,3342493,J65,junction,2,60,6,73.100,72,r1091
1151,2487,R1151: 3342493 -> 3225774,3342493,J65,junction,3225774,J77,junction,2,60,6,73.100,72,r1091
1154,2496,R1154: CN55 -> 452692,CN55,J149,junction,452692,J155,junction,1,60,2,29.531,24,r1118
1155,2500,R1155: CN122 -> CN43,CN122,J34,junction,CN43,J29,junction,1,60,6,67.379,72,r1007
1156,2501,R1156: CN43 -> CN122,CN43,J29,junction,CN122,J34,junction,1,60,6,67.379,72,r1007
1157,2502,R1157: 452692 -> CN55,452692,J155,junction,CN55,J149,junction,1,60,2,29.847,24,r1121
1158,2505,R1158: 452692 -> 452732,452692,J155,junction,452732,J164,junction,1,40,13,161.249,156,r1126
1159,2506,R1159: 452732 -> 452692,452732,J164,junction,452692,J155,junction,1,60,7,80.780,84,r870
1160,2507,R1160: 452692 -> 452732,452692,J155,junction,452732,J164,junction,1,60,7,80.780,84,r870
1161,2508,R1161: 3342493 -> RB02,3342493,J65,junction,RB02,RB02,roundabout,1,60,2,28.591,24,r1128
1162,2509,R1162: CN122 -> 1406400,CN122,J34,junction,1406400:terminal_downstream:1162,J16d,boundary,1,40,20,245.394,240,r1130
1163,2510,R1163: 1406400 -> CN122,1406400:terminal_upstream:1163,J16u,boundary,CN122,J34,junction,1,40,20,245.394,240,r1130
1164,2511,R1164: 2538491 -> 2538490,2538491:terminal_upstream:1164,J102u,boundary,2538490,J92,junction,1,40,10,114.331,120,r1131
1165,2514,R1165: CN121 -> CN122,CN121,J43,junction,CN122,J34,junction,1,60,5,63.359,60,r1133
1166,2515,R1166: CN122 -> CN121,CN122,J34,junction,CN121,J43,junction,1,60,5,63.359,60,r1133
1167,2517,R1167: RB02 -> 3342466,RB02,RB02,roundabout,3342466,J135,junction,1,60,1,4.149,12,r1134
1169,2520,R1169: RB02 -> 3342502,RB02,RB02,roundabout,3342502,J58,junction,1,60,3,38.292,36,r1137
1170,2521,R1170: 3342502 -> 3342466,3342502,J58,junction,3342466,J135,junction,1,60,3,32.031,36,r1134
1171,2524,R1171: CN121 -> 2813573,CN121,J43,junction,2813573,J49,junction,1,40,11,137.542,132,r1090
1172,2525,R1172: 3342505 -> RB02,3342505,J64,junction,RB02,RB02,roundabout,1,60,2,28.051,24,r1138
1173,2526,R1173: CN121 -> 3225781,CN121,J43,junction,3225781,J41,junction,1,40,1,6.727,12,r1140
1174,2527,R1174: 3225781 -> CN121,3225781,J41,junction,CN121,J43,junction,1,40,1,6.727,12,r1140
1175,2528,R1175: 3342502 -> CN121,3342502,J58,junction,CN121,J43,junction,1,60,7,80.166,84,r1133
1176,2529,R1176: CN121 -> 3342502,CN121,J43,junction,3342502,J58,junction,1,60,7,80.166,84,r1133
1177,2530,R1177: 3342505 -> 3342394,3342505,J64,junction,3342394,J69,junction,1,60,5,56.004,60,r1141
1179,2533,R1179: 452732 -> 452692,452732,J164,junction,452692,J155,junction,1,40,13,161.249,156,r1126
1180,2534,R1180: 2538490 -> 2538491,2538490,J92,junction,2538491:terminal_downstream:1180,J102d,boundary,1,40,10,114.331,120,r1131
1181,2535,R1181: 3342394 -> 3342505,3342394,J69,junction,3342505,J64,junction,1,60,5,56.004,60,r1141
1182,2536,R1182: 3581603 -> 2538489,3581603,J90,junction,2538489,J89,junction,1,40,1,6.750,12,r1142
1183,2537,R1183: 3581603 -> 2538490,3581603,J90,junction,2538490,J92,junction,1,40,2,18.738,24,r1143
1184,2538,R1184: 2538489 -> 3581603,2538489,J89,junction,3581603,J90,junction,1,40,1,6.750,12,r1142
1185,2539,R1185: 3342394 -> 3342467,3342394,J69,junction,3342467,J136,junction,1,60,2,19.547,24,r1145
1186,2540,R1186: 2538490 -> 2538489,2538490,J92,junction,2538489,J89,junction,1,40,1,17.659,12,r1146
1188,2542,R1188: 3342390 -> 3342457,3342390,J79,junction,3342457,J133,junction,1,40,1,13.711,12,r1148
1189,2543,R1189: RB03 -> 3342467,RB03,RB03,roundabout,3342467,J136,junction,1,60,1,7.654,12,r1145
1190,2544,R1190: RB03 -> 3342390,RB03,RB03,roundabout,3342390,J79,junction,1,40,2,20.396,24,r1147
1191,2545,R1191: RB03 -> 3342457,RB03,RB03,roundabout,3342457,J133,junction,1,40,1,7.610,12,r1148
1192,2546,R1192: RB03 -> 3342394,RB03,RB03,roundabout,3342394,J69,junction,1,60,2,27.144,24,r1144
1195,2553,R1195: 3342487 -> RB03,3342487,J72,junction,RB03,RB03,roundabout,1,60,2,23.882,24,r1152
1196,2554,R1196: 3342429 -> RB03,3342429,J80,junction,RB03,RB03,roundabout,1,60,2,23.238,24,r1155
1198,2559,R1198: 3342487 -> 3076151:downstream:2559,3342487,J72,junction,3076151:downstream:2559,B18d,boundary,1,60,48,575.811,576,r1159
1199,2568,R1199: 2221471 -> 2221472,2221471,J158,junction,2221472,J177,junction,1,60,15,175.669,180,r886
1200,2569,R1200: 2221471 -> RB12,2221471,J158,junction,RB12,RB12,roundabout,1,60,2,28.266,24,r1163
1201,2570,R1201: 452162 -> 452007,452162,J83,junction,452007,J68,junction,1,40,11,135.217,132,r1142
1203,2572,R1203: 452162 -> 452200,452162,J83,junction,452200:terminal_downstream:1203,J86d,boundary,1,40,4,46.079,48,r1165
1204,2573,R1204: 452200 -> 452162,452200:terminal_upstream:1204,J86u,boundary,452162,J83,junction,1,40,4,46.079,48,r1165
1205,2574,R1205: 452007 -> 452162,452007,J68,junction,452162,J83,junction,1,40,11,135.217,132,r1142
1206,2575,R1206: 452007 -> CN142,452007,J68,junction,CN142,J52,junction,1,40,12,140.795,144,r1142
1207,2576,R1207: CN142 -> 452007,CN142,J52,junction,452007,J68,junction,1,40,12,140.795,144,r1142
1209,2579,R1209: RB12 -> 3291787,RB12,RB12,roundabout,3291787,J115,junction,1,60,1,8.336,12,r1168
1210,2583,R1210: RB12 -> CN26,RB12,RB12,roundabout,CN26,J156,junction,1,40,1,16.702,12,r1170
1211,2584,R1211: RB12 -> CN25,RB12,RB12,roundabout,CN25,J146,junction,1,60,3,31.120,36,r1171
1212,2585,R1212: RB12 -> 3291789,RB12,RB12,roundabout,3291789,J116,junction,1,40,1,5.277,12,r1172
1213,2586,R1213: CN26 -> 3291789,CN26,J156,junction,3291789,J116,junction,1,40,1,10.522,12,r1172
1214,2588,R1214: CN25 -> 3291787,CN25,J146,junction,3291787,J115,junction,1,60,2,25.873,24,r1168
1216,2599,R1216: 3076151:upstream:2599 -> 3342487,3076151:upstream:2599,B18u,boundary,3342487,J72,junction,1,60,48,575.811,576,r1159
1217,2602,R1217: CN25 -> 2221468,CN25,J146,junction,2221468,J139,junction,1,60,7,89.353,84,r1176
1218,2603,R1218: 2221468 -> CN25,2221468,J139,junction,CN25,J146,junction,1,60,7,89.353,84,r1176
1221,2612,R1221: CN142 -> 3581575,CN142,J52,junction,3581575:terminal_downstream:1221,J45d,boundary,1,40,5,54.278,60,r1142
1222,2613,R1222: 3581575 -> CN142,3581575:terminal_upstream:1222,J45u,boundary,CN142,J52,junction,1,40,5,54.278,60,r1142
1224,2616,R1224: 2221468 -> RB11,2221468,J139,junction,RB11,RB11,roundabout,1,60,3,34.588,36,r1184
1226,2620,R1226: CN150 -> CN04,CN150,J174,junction,CN04,J187,junction,1,40,11,133.458,132,r1179
1229,2627,R1229: 452576 -> 3078340,452576,J132,junction,3078340,J79,junction,1,60,2,20.522,24,r1191
1230,2628,R1230: RB11 -> 3078340,RB11,RB11,roundabout,3078340,J79,junction,1,60,1,6.664,12,r1191
1231,2632,R1231: RB11 -> 452653,RB11,RB11,roundabout,452653,J144,junction,1,60,2,22.457,24,r1195
1233,2635,R1233: RB11 -> 452576,RB11,RB11,roundabout,452576,J132,junction,1,60,2,26.708,24,r1192
1234,2636,R1234: RB11 -> 3291810,RB11,RB11,roundabout,3291810,J120,junction,1,40,1,6.742,12,r1197
1235,2637,R1235: RB11 -> 3291808,RB11,RB11,roundabout,3291808,J119,junction,1,60,1,6.400,12,r1198
1237,2639,R1237: 452653 -> 3291808,452653,J144,junction,3291808,J119,junction,1,60,1,14.672,12,r1198
1238,2640,R1238: 452653 -> 452909:downstream:2640,452653,J144,junction,452909:downstream:2640,B103d,boundary,1,60,35,415.878,420,r1201
1239,2641,R1239: 452909:upstream:2641 -> 452653,452909:upstream:2641,B103u,boundary,452653,J144,junction,1,60,35,415.878,420,r1201
1240,2646,R1240: CN04 -> CN150,CN04,J187,junction,CN150,J174,junction,1,40,11,133.458,132,r1179
1241,2647,R1241: CN04 -> 2642957,CN04,J187,junction,2642957:terminal_downstream:1241,J194d,boundary,1,40,5,65.534,60,r1205
1242,2648,R1242: 2642957 -> CN04,2642957:terminal_upstream:1242,J194u,boundary,CN04,J187,junction,1,40,5,65.534,60,r1205
1243,2654,R1243: 3204070 -> 3596885,3204070,J409,junction,3596885:terminal_downstream:1243,J410d,boundary,1,30,1,4.021,12,a001
1244,2655,R1244: 3596885 -> 3204070,3596885:terminal_upstream:1244,J410u,boundary,3204070,J409,junction,1,30,1,4.021,12,a001
1245,2656,R1245: 2672667 -> 2745263,2672667,J719,junction,2745263,J717,junction,1,30,1,5.769,12,a002
1246,2657,R1246: 2745263 -> 2672667,2745263,J717,junction,2672667,J719,junction,1,30,1,5.769,12,a002
1247,2658,R1247: 3921005 -> 3921011,3921005,J278,junction,3921011,J279,junction,1,30,1,8.877,12,a003
1248,2659,R1248: 3921011 -> 3921005,3921011,J279,junction,3921005,J278,junction,1,30,1,8.877,12,a003
1249,2660,R1249: 2745084 -> 3748282,2745084,J715,junction,3748282,J714,junction,1,30,1,9.028,12,a004
1250,2661,R1250: 3748282 -> 2745084,3748282,J714,junction,2745084,J715,junction,1,30,1,9.028,12,a004
