id,node_id,node_label,node_type,rule_type,incoming,outgoing,turning_matrix,priority_ranks,alpha
194,452732,J164,junction,turning,888 1158 1160,884 1159 1179,"[[0.4, 0.4, 0.2], [0.1, 0.1, 0.8], [0.4, 0.4, 0.2]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
195,452734,J165,junction,turning,1090,1087 1088,"[[0.2, 0.8]]","[[1, 1]]",0.3
196,452741,J168,junction,turning,939 957 986,969 971 972,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
197,452753,J170,junction,turning,972 993,986 987,"[[0.8, 0.2], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
198,452764,J171,junction,turning,998 1046,1001 1003,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
199,452804,J199,junction,turning,871 872 876,871 872 877,"[[0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
200,452806,J176,junction,turning,884 898,888 895,"[[0.8, 0.2], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
201,452839,J182,junction,turning,846 848 866,853 854,"[[0.5, 0.5], [0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2], [3, 3]]",0.3
202,452850,J185,junction,turning,820 901,906 908,"[[0.2, 0.8], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
203,452880,J189,junction,turning,860,874 878,"[[0.8, 0.2]]","[[1, 1]]",0.3
204,452911,J195,junction,turning,854 864 875,866 867 868,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
205,452960,J200,junction,turning,851,850 852,"[[0.2, 0.8]]","[[1, 1]]",0.3
206,452969,J202,junction,turning,858 874,859 860,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
207,452981,J203,junction,turning,740,856 857,"[[0.8, 0.2]]","[[1, 1]]",0.3
208,453109,J213,junction,turning,817 863 896,887 889 890,"[[0.1, 0.1, 0.8], [0.4, 0.4, 0.2], [0.4, 0.4, 0.2]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
209,453134,J218,junction,turning,889 892 899,891 896 900,"[[0.2, 0.4, 0.4], [0.8, 0.1, 0.1], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
210,453136,J219,junction,turning,873 891 893,879 892 894,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
211,453164,J225,junction,turning,764 785 788,763 786 787,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
212,453165,J226,junction,turning,758 769 856,740 767 770,"[[0.1, 0.8, 0.1], [0.4, 0.2, 0.4], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
213,453191,J230,junction,turning,770 794,769 782,"[[0.8, 0.2], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
214,453209,J233,junction,turning,786 803 824,785 804 805,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
215,453212,J238,junction,turning,795,783 789,"[[0.8, 0.2]]","[[1, 1]]",0.3
216,453213,J236,junction,turning,805 810 823 838,824 830 836 837,"[[0.4, 0.1, 0.1, 0.4], [0.1, 0.4, 0.4, 0.1], [0.1, 0.4, 0.4, 0.1], [0.4, 0.1, 0.1, 0.4]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
217,453251,J242,junction,turning,800,799 801,"[[0.2, 0.8]]","[[1, 1]]",0.3
218,453252,J243,junction,turning,804 806 821 830,803 807 822 823,"[[0.4, 0.1, 0.4, 0.1], [0.1, 0.4, 0.1, 0.4], [0.4, 0.1, 0.4, 0.1], [0.1, 0.4, 0.1, 0.4]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
219,453260,J245,junction,turning,801 807 808,800 806 809,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
220,453278,J247,junction,turning,762 771,761 766,"[[0.8, 0.2], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
221,453300,J250,junction,turning,746 756 761,751 759 762,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [3, 3, 3], [2, 2, 2]]",0.3
222,453310,J253,junction,turning,827 831 835,832 833 834,"[[0.2, 0.4, 0.4], [0.8, 0.1, 0.1], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
223,453321,J256,junction,turning,834 839 842,835 840 841,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
224,453354,J262,junction,turning,755 773 780,760 774 779,"[[0.8, 0.1, 0.1], [0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
225,453356,J263,junction,turning,730 832 840,728 831 839,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
226,453360,J264,junction,turning,751,744 746,"[[0.2, 0.8]]","[[1, 1]]",0.3
227,453364,J265,junction,turning,816 829,815 828,"[[0.8, 0.2], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
228,453397,J272,junction,turning,675 747,750 752,"[[0.2, 0.8], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
229,453430,J281,junction,turning,717 721 729,716 726 727,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
230,453486,J292,junction,turning,713 723 726,712 721 722,"[[0.4, 0.4, 0.2], [0.1, 0.1, 0.8], [0.4, 0.4, 0.2]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
231,453491,J294,junction,turning,690 752,675 677,"[[0.5, 0.5], [0.8, 0.2]]","[[1, 1], [2, 2]]",0.3
232,453496,J297,junction,turning,708 712 714,707 713 715,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
233,453498,J298,junction,turning,691 707 802,699 702 708,"[[0.2, 0.4, 0.4], [0.2, 0.4, 0.4], [0.8, 0.1, 0.1]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
234,453522,J307,junction,turning,683 709 754,668 673 674,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
235,453528,J309,junction,turning,687 703,692 696,"[[0.5, 0.5], [0.2, 0.8]]","[[2, 2], [1, 1]]",0.3
236,453700,J322,junction,turning,625 673 696,703 709 710,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [3, 3, 3], [2, 2, 2]]",0.3
237,453719,J324,junction,turning,672 680 711,671 681 684,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
238,453733,J326,junction,turning,643 648 733,642 731 732,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
239,453814,J338,junction,turning,649 661 662,655 663 664,"[[0.8, 0.1, 0.1], [0.1, 0.8, 0.1], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
240,453827,J339,junction,turning,644 655 731,647 648 649,"[[0.4, 0.2, 0.4], [0.4, 0.2, 0.4], [0.1, 0.8, 0.1]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
241,453855,J344,junction,turning,642 646 647,643 644 645,"[[0.4, 0.4, 0.2], [0.1, 0.1, 0.8], [0.4, 0.4, 0.2]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
242,453862,J346,junction,turning,658 659 663,660 661,"[[0.5, 0.5], [0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2], [3, 3]]",0.3
243,453872,J350,junction,turning,657 660,656 658 659,"[[0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.1, 0.8, 0.1]]","[[1, 1, 1], [2, 2, 2]]",0.3
244,453894,J352,junction,turning,653 656,652 657,"[[0.8, 0.2], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
245,453941,J354,junction,turning,573 592 652,651 653 654,"[[0.8, 0.1, 0.1], [0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
246,453959,J355,junction,turning,634 710,625 627,"[[0.5, 0.5], [0.8, 0.2]]","[[1, 1], [2, 2]]",0.3
247,454018,J363,junction,turning,622 682 686,685 704 705,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
248,454058,J368,junction,turning,654,592 593,"[[0.8, 0.2]]","[[1, 1]]",0.3
249,454096,J374,junction,turning,578,579 580,"[[0.8, 0.2]]","[[1, 1]]",0.3
250,454108,J376,junction,turning,559 568,556 558,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
251,454113,J375,junction,turning,595 601,599 600,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
252,454131,J379,junction,turning,585 591,584 589,"[[0.8, 0.2], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
253,454208,J387,junction,turning,498 509,504 508,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
254,454268,J396,junction,turning,528 542,534 538,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
255,454292,J399,junction,turning,517 524,521 523,"[[0.8, 0.2], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
256,454309,J400,junction,turning,506 518 521,510 511 517,"[[0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.1, 0.1, 0.8]]","[[3, 3, 3], [1, 1, 1], [2, 2, 2]]",0.3
257,454341,J404,junction,turning,511 520,518 519,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
258,454372,J411,junction,turning,565 566 576,570 574 575,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
259,454380,J413,junction,turning,583 602 607,604 605 606,"[[0.1, 0.8, 0.1], [0.4, 0.2, 0.4], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
260,454402,J414,junction,turning,557 570,563 565,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
261,454419,J416,junction,turning,507 519 543,520 533 535,"[[0.1, 0.8, 0.1], [0.4, 0.2, 0.4], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
262,454423,J418,junction,turning,535,543 548,"[[0.8, 0.2]]","[[1, 1]]",0.3
263,454440,J420,junction,turning,554,553 555,"[[0.2, 0.8]]","[[1, 1]]",0.3
264,454497,J423,junction,turning,468 575 608,576 581 582,"[[0.1, 0.8, 0.1], [0.4, 0.2, 0.4], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
265,454543,J429,junction,turning,609 612,610 611,"[[0.8, 0.2], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
266,454555,J432,junction,turning,611 614,612 613,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
267,454576,J435,junction,turning,493 530 541,492 496 512,"[[0.8, 0.1, 0.1], [0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
268,454645,J443,junction,turning,482 491,485 486,"[[0.8, 0.2], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
269,454724,J450,junction,turning,419 432 571,418 431 433,"[[0.1, 0.8, 0.1], [0.4, 0.2, 0.4], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
270,454764,J457,junction,turning,470 489 581,468 469 471,"[[0.1, 0.1, 0.8], [0.4, 0.4, 0.2], [0.4, 0.4, 0.2]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
271,454774,J458,junction,turning,384 386 496 546,385 387 541 545,"[[0.4, 0.1, 0.4, 0.1], [0.1, 0.4, 0.1, 0.4], [0.4, 0.1, 0.4, 0.1], [0.1, 0.4, 0.1, 0.4]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
272,454781,J460,junction,turning,515 537 545,516 536 546,"[[0.8, 0.1, 0.1], [0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
273,454800,J462,junction,turning,497 502 536,503 522 537,"[[0.1, 0.8, 0.1], [0.4, 0.2, 0.4], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
274,454825,J463,junction,turning,433 436 476,432 454 456,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
275,454910,J468,junction,turning,503 505 513 516,500 502 514 515,"[[0.06666666666666667, 0.8, 0.06666666666666667, 0.06666666666666667], [0.8, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667], [0.1, 0.1, 0.4, 0.4], [0.1, 0.1, 0.4, 0.4]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
276,454949,J471,junction,turning,514 532 547,513 525 526,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
277,455001,J476,junction,turning,390 402 405,400 403 404,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
278,455010,J477,junction,turning,382 525 526,383 532 547,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
279,455061,J482,junction,turning,458 460,447,"[[1.0], [1.0]]","[[1], [2]]",0.3
280,455067,J484,junction,turning,459 463,460 462,"[[0.2, 0.8], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
281,455082,J486,junction,turning,398 403 423,397 402 424,"[[0.8, 0.1, 0.1], [0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
282,455094,J487,junction,turning,462,463 467,"[[0.8, 0.2]]","[[1, 1]]",0.3
283,455099,J488,junction,turning,289,458 459,"[[0.2, 0.8]]","[[1, 1]]",0.3
284,455150,J491,junction,turning,446 465,445 464,"[[0.8, 0.2], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
285,455174,J494,junction,turning,478,475 477,"[[0.2, 0.8]]","[[1, 1]]",0.3
286,455191,J495,junction,turning,401 409 414,406 410 413,"[[0.8, 0.1, 0.1], [0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
287,455202,J497,junction,turning,488 1293,490 1294,"[[0.8, 0.2], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
288,455510,J513,junction,turning,407 427 443,437 441 444,"[[0.8, 0.1, 0.1], [0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
289,455557,J520,junction,turning,363 370,364 371,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
290,455566,J521,junction,turning,309 313 321,314 320,"[[0.5, 0.5], [0.5, 0.5], [0.5, 0.5]]","[[1, 1], [3, 3], [2, 2]]",0.3
291,455581,J523,junction,turning,371 1263,370 1264,"[[0.8, 0.2], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
292,455614,J525,junction,turning,355 367,356 357,"[[0.5, 0.5], [0.8, 0.2]]","[[1, 1], [2, 2]]",0.3
293,455749,J536,junction,turning,329 336 344,335 338 345,"[[0.2, 0.4, 0.4], [0.8, 0.1, 0.1], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
294,455782,J538,junction,turning,311 314 327,309 310 312,"[[0.4, 0.2, 0.4], [0.4, 0.2, 0.4], [0.1, 0.8, 0.1]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
295,455804,J540,junction,turning,296 430 450,429 448 449,"[[0.2, 0.4, 0.4], [0.8, 0.1, 0.1], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
296,455806,J541,junction,turning,341 345 354,342 344 349,"[[0.8, 0.1, 0.1], [0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
297,455841,J548,junction,turning,263 310 342,327 341 343,"[[0.1, 0.1, 0.8], [0.4, 0.4, 0.2], [0.4, 0.4, 0.2]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
298,456216,J563,junction,turning,217 340 347,207 346 348,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
299,456263,J567,junction,turning,292 328 449,296 300 303,"[[0.1, 0.8, 0.1], [0.4, 0.2, 0.4], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
300,456321,J568,junction,turning,207 222 245,217 218 219,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [3, 3, 3], [2, 2, 2]]",0.3
301,456482,J577,junction,turning,253 266 269,254 268,"[[0.5, 0.5], [0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2], [3, 3]]",0.3
302,456502,J578,junction,turning,267 270,269 271,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
303,456616,J587,junction,turning,278 281 284,280 282 283,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
304,456848,J599,junction,turning,219 237 262,244 245 246,"[[0.2, 0.4, 0.4], [0.8, 0.1, 0.1], [0.2, 0.4, 0.4]]","[[1, 1, 1], [3, 3, 3], [2, 2, 2]]",0.3
305,456914,J605,junction,turning,75 257 276,76 274 275,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
306,457046,J614,junction,turning,216 299 315 334,316 330 332 333,"[[0.06666666666666667, 0.06666666666666667, 0.8, 0.06666666666666667], [0.4, 0.4, 0.1, 0.1], [0.4, 0.4, 0.1, 0.1], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.8]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3], [4, 4, 4, 4]]",0.3
307,457267,J624,junction,turning,231,239 240,"[[0.2, 0.8]]","[[1, 1]]",0.3
308,457517,J635,junction,turning,54 72 110,103 104 105,"[[0.4, 0.2, 0.4], [0.4, 0.2, 0.4], [0.1, 0.8, 0.1]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
309,457561,J640,junction,turning,236 240,55,"[[1.0], [1.0]]","[[1], [2]]",0.3
310,457622,J648,junction,turning,191,224 225 226 227,"[[0.8, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667]]","[[1, 1, 1, 1]]",0.3
311,457653,J653,junction,turning,235 243,53,"[[1.0], [1.0]]","[[1], [2]]",0.3
312,457669,J654,junction,turning,57 208 214,213 230 233,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
313,457748,J661,junction,turning,77 86 103,70 71 72,"[[0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.8, 0.1, 0.1], [0.1, 0.1, 0.8]]","[[2, 2, 2], [3, 3, 3], [1, 1, 1]]",0.3
314,457792,J664,junction,turning,194 204 238,195 203 205,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
315,457809,J666,junction,turning,70 84 100,86 91 96,"[[0.8, 0.1, 0.1], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
316,457877,J675,junction,turning,79 114,97 99,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
317,457889,J677,junction,turning,182 187 189,183 186 188,"[[0.4, 0.2, 0.4], [0.4, 0.2, 0.4], [0.1, 0.8, 0.1]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
318,457893,J678,junction,turning,173 179 183,180 181 182,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
319,457944,J681,junction,turning,73 205 221,220 238 241,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
320,457965,J682,junction,turning,53,93 94,"[[0.2, 0.8]]","[[1, 1]]",0.3
321,458034,J690,junction,turning,94 106,109,"[[1.0], [1.0]]","[[1], [2]]",0.3
322,458058,J692,junction,turning,99,114 122,"[[0.8, 0.2]]","[[1, 1]]",0.3
323,458062,J694,junction,turning,168,155 163,"[[0.2, 0.8]]","[[1, 1]]",0.3
324,458214,J705,junction,turning,61 101,60 88,"[[0.8, 0.2], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
325,458250,J709,junction,turning,148 154,145,"[[1.0], [1.0]]","[[1], [2]]",0.3
326,458259,J712,junction,turning,83 118,107 111 112,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2]]","[[1, 1, 1], [2, 2, 2]]",0.3
327,458366,J730,junction,turning,60,59 61,"[[0.2, 0.8]]","[[1, 1]]",0.3
328,458410,J732,junction,turning,66 128,67 68,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
329,458451,J742,junction,turning,74,62 63,"[[0.8, 0.2]]","[[1, 1]]",0.3
330,458460,J743,junction,turning,150 161 164,156 157 158,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
331,458461,J744,junction,turning,68,128 133,"[[0.8, 0.2]]","[[1, 1]]",0.3
332,458497,J746,junction,turning,136 156,142 150,"[[0.5, 0.5], [0.2, 0.8]]","[[1, 1], [2, 2]]",0.3
333,627991,J751,junction,turning,22 26,23 25,"[[0.5, 0.5], [0.2, 0.8]]","[[2, 2], [1, 1]]",0.3
334,628048,J757,junction,turning,9 10 14,11 12 13,"[[0.8, 0.1, 0.1], [0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
335,CN01,J152,junction,turning,1097 1110 1124,1096 1113 1115,"[[0.8, 0.1, 0.1], [0.1, 0.8, 0.1], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
336,CN04,J187,junction,turning,1225 1226 1242,1232 1240 1241,"[[0.8, 0.1, 0.1], [0.1, 0.8, 0.1], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
337,CN05,J169,junction,turning,862 1115 1138,861 1124 1133,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
338,CN07,J512,junction,turning,322 324 481,323 487,"[[0.8, 0.2], [0.5, 0.5], [0.2, 0.8]]","[[1, 1], [3, 3], [2, 2]]",0.3
339,CN09,J644,junction,turning,224 225 227,52 232 235 236,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3]]",0.3
340,CN10,J645,junction,turning,226 232,234,"[[1.0], [1.0]]","[[1], [2]]",0.3
341,CN104,J426,junction,turning,582 606 610,607 608 609,"[[0.1, 0.8, 0.1], [0.4, 0.2, 0.4], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
342,CN105,J384,junction,turning,550 556 574,549 559 566,"[[0.8, 0.1, 0.1], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
343,CN108,J390,junction,turning,531,539 540,"[[0.2, 0.8]]","[[1, 1]]",0.3
344,CN109,J397,junction,turning,539 540,544,"[[1.0], [1.0]]","[[2], [1]]",0.3
345,CN110,J289,junction,turning,727 728 734,729 730 735,"[[0.4, 0.2, 0.4], [0.1, 0.8, 0.1], [0.4, 0.2, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
346,CN111,J216,junction,turning,763 847 879,764 870 873,"[[0.4, 0.4, 0.2], [0.4, 0.4, 0.2], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
347,CN113,J234,junction,turning,789,796,[[1.0]],[[1]],0.3
348,CN114,J300,junction,turning,701 718,700,"[[1.0], [1.0]]","[[1], [2]]",0.3
349,CN115,J560,junction,turning,349 361 373,354 358 359,"[[0.8, 0.1, 0.1], [0.2, 0.4, 0.4], [0.2, 0.4, 0.4]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
350,CN116,J619,junction,turning,285,229 231,"[[0.5, 0.5]]","[[1, 1]]",0.3
351,CN117,J474,junction,turning,544,285,[[1.0]],[[1]],0.3
