object_key,road_id,veglenkesekvensid,veglenkenummer,segmentnummer,startnode,sluttnode,typeVeg,street_name,kortform,lenkeretning,length_m,feltoversikt,lane_mode,source_files
417412-1-3:1238834>3587258,r907,417412,1,3,1238834,3587258,Enkel bilveg,Kjørboveien,PV1160 S1D1 m0-20,MED,19.514,1#2,bidirectional,E18_10.json
443344-8-10:3630933>3073871,r911,443344,8,10,3630933,3073871,Rampe,Drammensveien,EV18 S52D1 m216 KD1 m79-102,MOT,22.891,1,with_link,E18_10.json
417891-6-4:3587309>1411111,r917,417891,6,4,3587309,1411111,Enkel bilveg,Sandviksveien,PV1794 S7D1 m88-99,MED,11.064,1#2,bidirectional,E18_10.json
405616-13-3:452035>3587264,r890,405616,13,3,452035,3587264,Enkel bilveg,Solhaugveien,KV1661 S1D1 m1213-1349,MED,135.945,1#2,bidirectional,E18_10.json
405618-1-3:452035>452060,r914,405618,1,3,452035,452060,Enkel bilveg,Jongskollen,KV1663 S1D1 m0-17,MED,17.297,1#2,bidirectional,E18_10.json
405618-3-3:3067892>452060,r914,405618,3,3,3067892,452060,Enkel bilveg,Jongskollen,KV1663 S1D1 m241-520,MED,279.522,1#2,bidirectional,E18_10.json
446147-148-9:3227636>3078111,r081,446147,148,9,3227636,3078111,Kanalisert veg,Drammensveien,EV18 S52D1 m80-261,MOT,188.315,2#4#6K,against_link_special,E18_10.json
405620-1-3:1402832>1936257,r918,405620,1,3,1402832,1936257,Enkel bilveg,Tappen,KV1665 S1D1 m0-103,MED,103.067,1#2,bidirectional,E18_10.json
417891-5-4:3069747>3587309,r917,417891,5,4,3069747,3587309,Enkel bilveg,Sandviksveien,PV1794 S7D1 m46-88,MED,42.224,1#2,bidirectional,E18_10.json
444470-58-9:3077126>3207561,r085,444470,58,9,3077126,3207561,Kanalisert veg,Drammensveien,EV18 S52D1 m80-99,MOT,29.337,1#3#5,with_link,E18_10.json
405252-6-3:3587237>1238834,r919,405252,6,3,3587237,1238834,Enkel bilveg,Kjørboveien,KV1160 S1D1 m112-208,MED,96.546,1#2,bidirectional,E18_10.json
443344-6-10:3073871>3290237,r911,443344,6,10,3073871,3290237,Rampe,Drammensveien,EV18 S52D1 m216 KD1 m102-317,MOT,215.768,1,with_link,E18_10.json
443342-5-11:452600>3207564,r916,443342,5,11,452600,3207564,Rampe,Drammensveien,EV18 S52D1 m216 KD6 m142-281,MOT,138.815,1,with_link,E18_10.json
445048-1-11:451507>451469,r920,445048,1,11,451507,451469,Kanalisert veg,Slependveien,FV1432 S1D1 m1400-1468,MED,68.588,1,with_link,E18_10.json
446636-1-11:451507>451469,r921,446636,1,11,451507,451469,Kanalisert veg,Slependveien,FV1432 S1D1 m1400-1468,MED,70.137,2,against_link,E18_10.json
2538682-2-5:3306968>2538394,r922,2538682,2,5,3306968,2538394,Enkel bilveg,Brambanis vei,PV1848 S3D1 m87-139,MED,52.793,1#2,bidirectional,E18_10.json
1817907-3-9:3630943>1817921,r923,1817907,3,9,3630943,1817921,Kanalisert veg,Sandviksveien,FV1424 S1D1 m337-362,MED,25.313,1,with_link,E18_10.json
1817918-3-9:3630941>1817921,r924,1817918,3,9,3630941,1817921,Kanalisert veg,Sandviksveien,FV1424 S1D1 m337-362,MED,25.573,2,against_link,E18_10.json
417839-1-3:1239232>1410496,r925,417839,1,3,1239232,1410496,Enkel bilveg,Måneveien,PV1666 S1D1 m0-37,MED,36.71,1#2,bidirectional,E18_10.json
444234-12-17:452690>3076266,r926,444234,12,17,452690,3076266,Rampe,Drammensveien,EV18 S52D1 m216 KD2 m193-395,MOT,201.642,1,with_link,E18_10.json
444470-57-9:3077095>3077126,r085,444470,57,9,3077095,3077126,Kanalisert veg,Drammensveien,EV18 S52D1 m99-229,MOT,130.21,1#3,with_link,E18_10.json
405616-17-3:3587341>2538476,r890,405616,17,3,3587341,2538476,Enkel bilveg,Solhaugveien,KV1661 S1D1 m333-351,MED,18.028,1#2,bidirectional,E18_10.json
2538620-1-4:2538476>3083064,r927,2538620,1,4,2538476,3083064,Enkel bilveg,Solhaugveien,PV1661 S1D1 m0-56,MED,56.381,1#2,bidirectional,E18_10.json
417891-4-4:3069746>3069747,r917,417891,4,4,3069746,3069747,Enkel bilveg,Sandviksveien,PV1794 S7D1 m33-46,MED,12.467,1#2,bidirectional,E18_10.json
417891-3-4:452456>3069746,r917,417891,3,4,452456,3069746,Enkel bilveg,Sandviksveien,PV1794 S7D1 m21-33,MED,12.638,1#2,bidirectional,E18_10.json
405620-2-3:1936257>3587286,r918,405620,2,3,1936257,3587286,Enkel bilveg,Tappen,KV1665 S1D1 m103-127,MED,24.394,1#2,bidirectional,E18_10.json
1817918-2-9:3290217>3630941,r924,1817918,2,9,3290217,3630941,Kanalisert veg,Sandviksveien,FV1424 S1D1 m330-337,MED,6.555,2,against_link,E18_10.json
405616-3-3:451750>3587341,r890,405616,3,3,451750,3587341,Enkel bilveg,Solhaugveien,KV1661 S1D1 m106-333,MED,226.656,1#2,bidirectional,E18_10.json
1817907-2-9:3290225>3630943,r923,1817907,2,9,3290225,3630943,Kanalisert veg,Sandviksveien,FV1424 S1D1 m330-337,MED,6.722,1,with_link,E18_10.json
1817916-3-3:3587308>452456,r928,1817916,3,3,3587308,452456,Kanalisert veg,Sandviksveien,PV1794 S7D1 m9-21,MED,13.878,1,with_link,E18_10.json
418402-1-3:452456>452474,r929,418402,1,3,452456,452474,Enkel bilveg,Sandviksveien,PV99668 S1D1 m0-43,MED,42.502,1#2,bidirectional,E18_10.json
1817914-3-3:3587283>452456,r930,1817914,3,3,3587283,452456,Kanalisert veg,Sandviksveien,PV1794 S7D1 m9-21,MED,11.228,2,against_link,E18_10.json
1817916-2-3:3290218>3587308,r928,1817916,2,3,3290218,3587308,Kanalisert veg,Sandviksveien,PV1794 S7D1 m5-9,MED,5.212,1,with_link,E18_10.json
1817918-1-9:1817935>3290217,r924,1817918,1,9,RB07,3290217,Kanalisert veg,Sandviksveien,FV1424 S1D1 m327-330,MED,4.165,,unknown,E18_10.json
2538670-1-4:452767>3834985,r932,2538670,1,4,CN06,3834985,Enkel bilveg,Kjørboveien,PV1160 S2D1 m0-44,MED,43.916,1#2,bidirectional,E18_10.json
405623-17-3:1221163>1402834,r933,405623,17,3,1221163,1402834,Enkel bilveg,Jongsåsveien,KV1667 S2D1 m20-260,MED,239.891,1#2,bidirectional,E18_10.json
1817916-1-3:1817931>3290218,r928,1817916,1,3,RB07,3290218,Kanalisert veg,Sandviksveien,PV1794 S7D1 m0-5,MED,4.026,,unknown,E18_10.json
1817907-1-9:1817920>3290225,r923,1817907,1,9,RB07,3290225,Kanalisert veg,Sandviksveien,FV1424 S1D1 m327-330,MED,6.623,,unknown,E18_10.json
1817914-2-3:3290220>3587283,r930,1817914,2,3,3290220,3587283,Kanalisert veg,Sandviksveien,PV1794 S7D1 m5-9,MED,4.525,2,against_link,E18_10.json
1817914-1-3:1817930>3290220,r930,1817914,1,3,RB07,3290220,Kanalisert veg,Sandviksveien,PV1794 S7D1 m0-5,MED,5.773,,unknown,E18_10.json
2538620-2-4:3083064>2642376,r927,2538620,2,4,3083064,2642376,Enkel bilveg,Solhaugveien,PV1661 S1D1 m56-81,MED,24.839,1#2,bidirectional,E18_10.json
405253-2-3:3587236>1240257,r935,405253,2,3,3587236,CN06,Enkel bilveg,Kjørboveien,KV1160 S2D1 m10-47,MED,37.904,1#2,bidirectional,E18_10.json
405737-2-3:451302>3834925,r936,405737,2,3,451302,3834925,Enkel bilveg,Fjelltunveien,KV1826 S1D1 m17-160,MED,142.865,1#2,bidirectional,E18_10.json
405737-3-3:3834925>1403975,r936,405737,3,3,3834925,1403975,Enkel bilveg,Fjelltunveien,KV1826 S1D1 m160-168,MED,8.543,1#2,bidirectional,E18_10.json
2538682-4-5:3587216>3306968,r922,2538682,4,5,3587216,3306968,Enkel bilveg,Brambanis vei,PV1848 S3D1 m74-87,MED,12.734,1#2,bidirectional,E18_10.json
405620-3-3:3587286>1238685,r918,405620,3,3,3587286,1238685,Enkel bilveg,Tappen,KV1665 S1D1 m127-149,MED,21.962,1#2,bidirectional,E18_10.json
1817913-2-9:3290221>1817927,r937,1817913,2,9,3290221,RB07,Kanalisert veg,Sandviksveien,FV1424 S1D1 m323-327,MED,4.29,,unknown,E18_10.json
1817913-3-9:3630938>3290221,r937,1817913,3,9,3630938,3290221,Kanalisert veg,Sandviksveien,FV1424 S1D1 m314-323,MED,9.407,2,against_link,E18_10.json
443790-4-11:451463>451507,r895,443790,4,11,451463,451507,Enkel bilveg,Slependveien,FV1432 S1D1 m1284-1400,MED,115.325,1#2,bidirectional,E18_10.json
443343-1-9:452690>3073866,r938,443343,1,9,452690,3073866,Rampe,Drammensveien,EV18 S52D1 m216 KD8 m42-48,MOT,5.946,,unknown,E18_10.json
444234-10-14:3076265>452690,r926,444234,10,14,3076265,452690,Rampe,Ringeriksveien,EV18 S52D1 m216 KD2 m121-193,MOT,71.895,1,with_link,E18_10.json
2538682-3-5:3306971>3587216,r922,2538682,3,5,3306971,3587216,Enkel bilveg,Brambanis vei,PV1848 S3D1 m13-74,MED,61.203,1#2,bidirectional,E18_10.json
1817917-1-3:1817933>3290226,r939,1817917,1,3,RB07,3290226,Kanalisert veg,Jongsåsveien,KV1667 S1D1 m0-3,MED,4.823,,unknown,E18_10.json
1817913-1-9:1817926>3630938,r937,1817913,1,9,1817926,3630938,Kanalisert veg,Sandviksveien,FV1424 S1D1 m268-314,MED,48.784,2,against_link,E18_10.json
1817917-2-3:3290226>3587162,r939,1817917,2,3,3290226,3587162,Kanalisert veg,Jongsåsveien,KV1667 S1D1 m3-9,MED,6.566,2,against_link,E18_10.json
443343-2-9:3073866>3073867,r938,443343,2,9,3073866,3073867,Rampe,Drammensveien,EV18 S52D1 m216 KD8 m6-42,MOT,35.581,2,against_link,E18_10.json
1817911-2-9:3290228>1817925,r940,1817911,2,9,3290228,RB07,Kanalisert veg,Sandviksveien,FV1424 S1D1 m323-327,MED,4.657,,unknown,E18_10.json
445995-1-3:452474>452500,r941,445995,1,3,452474,CN12,Kanalisert veg,Sandviksveien,PV99668 S1D1 m43-97,MED,58.111,1,with_link,E18_10.json
447523-1-3:452474>452500,r942,447523,1,3,452474,CN12,Kanalisert veg,Sandviksveien,PV99668 S1D1 m43-97,MED,57.361,2,against_link,E18_10.json
1817911-3-9:3630939>3290228,r940,1817911,3,9,3630939,3290228,Kanalisert veg,Sandviksveien,FV1424 S1D1 m314-323,MED,9.069,1#1H1,with_link_special,E18_10.json
1817909-1-3:1817922>3290223,r943,1817909,1,3,RB07,3290223,Kanalisert veg,Jongsåsveien,KV1667 S1D1 m0-3,MED,4.841,,unknown,E18_10.json
2538620-3-4:2642376>2538501,r927,2538620,3,4,2642376,2538501,Enkel bilveg,Solhaugveien,PV1661 S1D1 m81-212,MED,130.943,1#2,bidirectional,E18_10.json
2642425-3-4:2538522>2642376,r944,2642425,3,4,2538522,2642376,Enkel bilveg,Solhaugveien,PV1661 S1D1 m329-398,MOT,69.097,1#2,bidirectional,E18_10.json
1817911-1-9:1817924>3630939,r940,1817911,1,9,1817924,3630939,Kanalisert veg,Sandviksveien,FV1424 S1D1 m268-314,MED,46.534,1#1H1,with_link_special,E18_10.json
1817917-3-3:3587162>1817923,r939,1817917,3,3,3587162,CN15,Kanalisert veg,Jongsåsveien,KV1667 S1D1 m9-24,MED,15.21,2,against_link,E18_10.json
1817909-2-3:3290223>3587184,r943,1817909,2,3,3290223,3587184,Kanalisert veg,Jongsåsveien,KV1667 S1D1 m3-9,MED,6.488,1,with_link,E18_10.json
405252-3-3:452741>3587237,r919,405252,3,3,452741,3587237,Enkel bilveg,Kjørboveien,KV1160 S1D1 m83-112,MED,29.292,1#2,bidirectional,E18_10.json
405619-1-3:1238685>3587453,r945,405619,1,3,1238685,3587453,Enkel bilveg,Jongssvingen,KV1664 S1D1 m0-5,MED,5.186,1#2,bidirectional,E18_10.json
1817909-3-3:3587184>1817923,r943,1817909,3,3,3587184,CN15,Kanalisert veg,Jongsåsveien,KV1667 S1D1 m9-24,MED,15.36,1,with_link,E18_10.json
405253-1-3:452741>3587236,r935,405253,1,3,452741,3587236,Enkel bilveg,Kjørboveien,KV1160 S2D1 m0-10,MED,9.564,1#2,bidirectional,E18_10.json
2538670-2-4:3834985>2538549,r932,2538670,2,4,3834985,2538549,Enkel bilveg,Kjørboveien,PV1160 S2D1 m44-66,MED,22.107,1#2,bidirectional,E18_10.json
405619-2-3:3587453>451905,r945,405619,2,3,3587453,451905,Enkel bilveg,Jongssvingen,KV1664 S1D1 m5-88,MED,82.73,1#2,bidirectional,E18_10.json
405252-7-3:3587220>452741,r919,405252,7,3,3587220,452741,Enkel bilveg,Kjørboveien,KV1160 S1D1 m65-83,MED,17.396,1#2,bidirectional,E18_10.json
2538700-1-4:2538417>3587163,r946,2538700,1,4,CN15,3587163,Enkel bilveg,Konvallveien,PV1662 S1D1 m0-5,MED,5.321,1#2,bidirectional,E18_10.json
2538700-2-4:3587163>2538516,r946,2538700,2,4,3587163,2538516,Enkel bilveg,Konvallveien,PV1662 S1D1 m5-23,MED,18.101,1#2,bidirectional,E18_10.json
446640-5-11:3859811>1817926,r947,446640,5,11,3859811,1817926,Kanalisert veg,Sandviksveien,FV1424 S1D1 m138-268,MED,128.749,2#4,against_link,E18_10.json
443344-7-10:3290237>452704,r911,443344,7,10,3290237,RB13,Rampe,Drammensveien,EV18 S52D1 m216 KD1 m317-325,MOT,8.168,,unknown,E18_10.json
405623-3-5:452378>3067893,r933,405623,3,5,CN15,3067893,Enkel bilveg,Jongsåsveien,KV1667 S1D1 m38-196,MED,158.294,1#2,bidirectional,E18_10.json
2538703-4-3:3083071>2538563,r948,2538703,4,3,3083071,2538563,Enkel bilveg,Sandviksveien,PV99606 S1D1 m104-249,MED,144.79,1#2,bidirectional,E18_10.json
443343-3-9:3073867>452698,r938,443343,3,9,3073867,RB13,Rampe,Drammensveien,EV18 S52D1 m216 KD8 m0-6,MOT,6.115,,unknown,E18_10.json
445052-5-11:3859809>1817924,r949,445052,5,11,3859809,1817924,Kanalisert veg,Sandviksveien,FV1424 S1D1 m138-268,MED,128.83,1#3,with_link,E18_10.json
405252-4-3:2541040>3587220,r919,405252,4,3,2541040,3587220,Enkel bilveg,Kjørboveien,KV1160 S1D1 m32-65,MED,33.504,1#2,bidirectional,E18_10.json
443342-3-11:3073863>452600,r916,443342,3,11,3073863,452600,Rampe,Drammensveien,EV18 S52D1 m216 KD6 m10-142,MOT,131.686,1,with_link,E18_10.json
443346-4-11:3073877>452600,r951,443346,4,11,3073877,452600,Rampe,Ringeriksveien,EV18 S52D1 m216 KD4 m140-146,MOT,6.363,,unknown,E18_10.json
444234-14-12:3076266>3227631,r926,444234,14,12,3076266,3227631,Rampe,Drammensveien,EV18 S52D1 m216 KD2 m395-414,MOT,18.809,1,with_link,E18_10.json
443346-3-13:452632>3073877,r951,443346,3,13,CN148,3073877,Rampe,Ringeriksveien,EV18 S52D1 m216 KD4 m11-140,MOT,129.0,1,with_link,E18_10.json
405619-3-3:451905>3587289,r945,405619,3,3,451905,3587289,Enkel bilveg,Jongssvingen,KV1664 S1D1 m88-145,MED,57.191,1#2,bidirectional,E18_10.json
417834-1-3:451905>1410492,r952,417834,1,3,451905,1410492,Enkel bilveg,Jongssvingen,PV1664 S1D1 m0-64,MED,64.378,1#2,bidirectional,E18_10.json
2538634-1-4:2538516>2538517,r953,2538634,1,4,2538516,2538517,Enkel bilveg,Konvallveien,PV1662 S1D1 m23-55,MED,31.776,1#2,bidirectional,E18_10.json
2538682-1-5:452962>3306971,r922,2538682,1,5,452962,3306971,Enkel bilveg,Brambanis vei,PV1848 S3D1 m0-13,MED,12.588,1#2,bidirectional,E18_10.json
3587540-3-2:3587263>3587299,r954,3587540,3,2,3587263,3587299,Enkel bilveg,Jongssvingen,PV99257 S1D1 m21-27,MED,6.147,1#2,bidirectional,E18_10.json
443345-4-9:3073874>452695,r955,443345,4,9,3073874,RB13,Rampe,Ringeriksveien,EV18 S52D1 m216 KD7 m49-57,MOT,7.927,,unknown,E18_10.json
444470-135-9:3227632>3077095,r085,444470,135,9,3227632,3077095,Kanalisert veg,Drammensveien,EV18 S52D1 m229-261,MOT,37.056,1#3,with_link,E18_10.json
405941-2-3:3642193>451463,r956,405941,2,3,3642193,451463,Enkel bilveg,Krokhaugen,KV2366 S1D1 m76-170,MED,93.305,1#2,bidirectional,E18_10.json
3587541-1-2:3587264>3587262,r957,3587541,1,2,3587264,3587262,Enkel bilveg,Solhaugveien,PV99253 S1D1 m0-4,MED,3.691,1#2,bidirectional,E18_10.json
3587541-2-2:3587262>3587265,r957,3587541,2,2,3587262,3587265,Enkel bilveg,Solhaugveien,PV99253 S1D1 m4-15,MED,10.965,1#2,bidirectional,E18_10.json
3587540-2-2:3587285>3587263,r954,3587540,2,2,3587285,3587263,Enkel bilveg,Jongssvingen,PV99257 S1D1 m4-21,MED,17.404,1#2,bidirectional,E18_10.json
405616-19-3:3587264>452039,r890,405616,19,3,3587264,452039,Enkel bilveg,Solhaugveien,KV1661 S1D1 m1349-1386,MED,37.406,1#2,bidirectional,E18_10.json
3587541-3-2:3587265>3587301,r957,3587541,3,2,3587265,3587301,Enkel bilveg,Solhaugveien,PV99253 S1D1 m15-39,MED,24.054,1#2,bidirectional,E18_10.json
444234-17-12:3227631>3227630,r926,444234,17,12,3227631,3227630,Rampe,Drammensveien,EV18 S52D1 m216 KD2 m414-469,MOT,55.786,1,with_link,E18_10.json
1934832-7-7:3587198>452962,r958,1934832,7,7,3587198,452962,Enkel bilveg,Brambanis vei,KV1848 S1D1 m173-197,MED,24.157,1#2,bidirectional,E18_10.json
444506-3-10:3077177>452711,r959,444506,3,10,3077177,RB13,Kanalisert veg,Drammensveien,EV18 S52D1 m216 KD9 m51-57,MOT,6.319,,unknown,E18_10.json
2538703-2-3:1407846>3083070,r948,2538703,2,3,CN12,3083070,Enkel bilveg,Sandviksveien,PV99606 S1D1 m0-79,MED,79.482,1#2,bidirectional,E18_10.json
443345-3-9:3073873>3073874,r955,443345,3,9,3073873,3073874,Rampe,Ringeriksveien,EV18 S52D1 m216 KD7 m31-49,MOT,18.0,1,with_link,E18_10.json
444234-1-13:452697>3290236,r926,444234,1,13,RB13,3290236,Rampe,Ringeriksveien,EV18 S52D1 m216 KD5 m0-6,MOT,5.676,,unknown,E18_10.json
446147-147-9:3227637>3227636,r081,446147,147,9,3227637,3227636,Kanalisert veg,Drammensveien,EV18 S52D1 m261-317,MOT,54.591,2#4#6K,against_link_special,E18_10.json
444506-2-10:3077176>3077177,r959,444506,2,10,3077176,3077177,Kanalisert veg,Drammensveien,EV18 S52D1 m216 KD9 m6-51,MOT,45.543,2,against_link,E18_10.json
2538640-2-4:3587342>2538522,r960,2538640,2,4,3587342,2538522,Enkel bilveg,Solhaugveien,PV1661 S1D1 m288-329,MED,41.065,1#2,bidirectional,E18_10.json
446150-3-10:3078152>452705,r961,446150,3,10,3078152,RB13,Kanalisert veg,Drammensveien,EV18 S52D1 m216 KD9 m51-57,MOT,6.171,,unknown,E18_10.json
3587540-1-2:3587289>3587285,r954,3587540,1,2,3587289,3587285,Enkel bilveg,Jongssvingen,PV99257 S1D1 m0-4,MED,3.567,1#2,bidirectional,E18_10.json
444234-18-13:3290236>3076264,r926,444234,18,13,3290236,3076264,Rampe,Ringeriksveien,EV18 S52D1 m216 KD5 m6-52,MOT,45.892,1,with_link,E18_10.json
444234-9-14:452671>3076265,r926,444234,9,14,452671,3076265,Rampe,Ringeriksveien,EV18 S52D1 m216 KD2 m87-121,MOT,34.16,1,with_link,E18_10.json
446150-2-10:3078151>3078152,r961,446150,2,10,3078151,3078152,Kanalisert veg,Drammensveien,EV18 S52D1 m216 KD9 m6-51,MOT,46.849,1,with_link,E18_10.json
405619-10-3:3587289>451996,r945,405619,10,3,3587289,451996,Enkel bilveg,Jongssvingen,KV1664 S1D1 m145-253,MED,107.829,1#2,bidirectional,E18_10.json
405252-2-3:452753>2541040,r919,405252,2,3,452753,2541040,Enkel bilveg,Kjørboveien,KV1160 S1D1 m16-32,MED,15.207,1#2,bidirectional,E18_10.json
443345-2-9:3073872>3073873,r955,443345,2,9,3073872,3073873,Rampe,Ringeriksveien,EV18 S52D1 m216 KD7 m8-31,MOT,23.0,1,with_link,E18_10.json
1934832-8-7:3587200>3587198,r958,1934832,8,7,3587200,3587198,Enkel bilveg,Brambanis vei,KV1848 S1D1 m115-173,MED,58.012,1#2,bidirectional,E18_10.json
444470-134-9:3227633>3227632,r085,444470,134,9,3227633,3227632,Kanalisert veg,Drammensveien,EV18 S52D1 m261-317,MOT,57.678,1#3,with_link,E18_10.json
445616-2-3:3290240>452753,r962,445616,2,3,3290240,452753,Kanalisert veg,Kjørboveien,KV1160 S1D1 m6-16,MED,10.123,1,with_link,E18_10.json
447195-2-3:3290238>452753,r963,447195,2,3,3290238,452753,Kanalisert veg,Kjørboveien,KV1160 S1D1 m6-16,MED,15.176,2,against_link,E18_10.json
405616-14-3:452039>2538421,r890,405616,14,3,452039,2538421,Enkel bilveg,Solhaugveien,KV1661 S1D1 m1386-1458,MED,71.496,1#2,bidirectional,E18_10.json
405619-8-3:452079>452039,r945,405619,8,3,452079,452039,Enkel bilveg,Jongssvingen,KV1664 S1D1 m573-603,MED,29.725,1#2,bidirectional,E18_10.json
418014-2-3:3587336>1412982,r964,418014,2,3,3587336,1412982,Enkel bilveg,Kjørbokollen,PV2099 S1D1 m6-315,MED,309.374,1#2,bidirectional,E18_10.json
443345-1-9:452671>3073872,r955,443345,1,9,452671,3073872,Rampe,Ringeriksveien,EV18 S52D1 m216 KD7 m0-8,MOT,8.0,,unknown,E18_10.json
445616-1-3:452742>3290240,r962,445616,1,3,RB14,3290240,Kanalisert veg,Kjørboveien,KV1160 S1D1 m0-6,MED,5.517,,unknown,E18_10.json
444506-1-10:452737>3077176,r959,444506,1,10,RB14,3077176,Kanalisert veg,Drammensveien,EV18 S52D1 m216 KD9 m0-6,MOT,5.412,,unknown,E18_10.json
444234-16-12:3227630>452718,r926,444234,16,12,3227630,CN149,Rampe,Drammensveien,EV18 S52D1 m216 KD2 m469-513,MOT,43.442,1,with_link,E18_10.json
447195-1-3:452751>3290238,r963,447195,1,3,RB14,3290238,Kanalisert veg,Kjørboveien,KV1160 S1D1 m0-6,MED,6.148,,unknown,E18_10.json
444234-8-23:0.30986726@444234>452671,r926,444234,8,23,0.30986726@444234,452671,Rampe,Ringeriksveien,EV18 S52D1 m216 KD2 m59-87,MOT,27.646,1,with_link,E18_10.json
446147-64-9:3078110>3227637,r081,446147,64,9,3078110,3227637,Kanalisert veg,Drammensveien,EV18 S52D1 m317-358,MOT,45.555,2#4#6K,against_link_special,E18_10.json
405619-12-3:3587482>452079,r945,405619,12,3,3587482,452079,Enkel bilveg,Jongssvingen,KV1664 S1D1 m363-573,MED,210.051,1#2,bidirectional,E18_10.json
446150-1-10:452733>3078151,r961,446150,1,10,RB14,3078151,Kanalisert veg,Drammensveien,EV18 S52D1 m216 KD9 m0-6,MOT,5.608,,unknown,E18_10.json
443790-3-11:2815454>451463,r895,443790,3,11,2815454,451463,Enkel bilveg,Slependveien,FV1432 S1D1 m1243-1284,MED,41.675,1#2,bidirectional,E18_10.json
2538640-1-4:2538501>3587342,r960,2538640,1,4,2538501,3587342,Enkel bilveg,Solhaugveien,PV1661 S1D1 m212-288,MED,75.731,1#2,bidirectional,E18_10.json
444234-3-19:3076264>0.11365431@444234,r926,444234,3,19,3076264,0.11365431@444234,Rampe,Ringeriksveien,EV18 S52D1 m216 KD5 m52-75,MOT,23.629,1,with_link,E18_10.json
1934832-1-7:1934867>3587200,r958,1934832,1,7,1934867,3587200,Enkel bilveg,Brambanis vei,KV1848 S1D1 m59-115,MED,55.826,1#2,bidirectional,E18_10.json
445175-4-12:3290242>452731,r966,445175,4,12,3290242,RB14,Kanalisert veg,Sandviksveien,FV1648 S1D1 m577-583,MED,8.627,,unknown,E18_10.json
445176-1-13:452754>3290241,r967,445176,1,13,RB14,3290241,Kanalisert veg,Sandviksveien,FV1648 S1D1 m583-588,MED,7.438,,unknown,E18_10.json
2538703-3-3:3083070>3083071,r948,2538703,3,3,3083070,3083071,Enkel bilveg,Sandviksveien,PV99606 S1D1 m79-104,MED,24.473,1#2,bidirectional,E18_10.json
444470-56-9:3077169>3227633,r085,444470,56,9,3077169,3227633,Kanalisert veg,Drammensveien,EV18 S52D1 m317-367,MOT,44.856,1#3,with_link,E18_10.json
445175-2-12:3077567>3290242,r966,445175,2,12,3077567,3290242,Kanalisert veg,Sandviksveien,FV1648 S1D1 m567-577,MED,6.046,1#3,with_link,E18_10.json
445176-2-13:3290241>452764,r967,445176,2,13,3290241,452764,Kanalisert veg,Sandviksveien,FV1648 S1D1 m588-608,MED,19.999,1,with_link,E18_10.json
446640-4-11:3859812>3859811,r947,446640,4,11,3859812,3859811,Kanalisert veg,Sandviksveien,FV1424 S1D1 m115-138,MED,22.892,2#4,against_link,E18_10.json
444234-8-22:452635>0.30986726@444234,r926,444234,8,22,CN148,0.30986726@444234,Rampe,Ringeriksveien,EV18 S52D1 m216 KD2 m11-59,MOT,48.355,1,with_link,E18_10.json
446764-1-13:452745>3290243,r968,446764,1,13,RB14,3290243,Kanalisert veg,Sandviksveien,FV1648 S1D1 m583-588,MED,6.299,,unknown,E18_10.json
446763-4-12:3290239>452738,r969,446763,4,12,3290239,RB14,Kanalisert veg,Sandviksveien,FV1648 S1D1 m577-583,MED,7.6,,unknown,E18_10.json
445175-3-12:3077568>3077567,r966,445175,3,12,3077568,3077567,Kanalisert veg,Sandviksveien,FV1648 S1D1 m339-567,MED,222.215,1#3,with_link,E18_10.json
444234-3-20:0.11365431@444234>452638,r926,444234,3,20,0.11365431@444234,452638,Rampe,Ringeriksveien,EV18 S52D1 m216 KD5 m75-129,MOT,53.371,1,with_link,E18_10.json
445052-4-11:3859810>3859809,r949,445052,4,11,3859810,3859809,Kanalisert veg,Sandviksveien,FV1424 S1D1 m115-138,MED,22.552,1#3,with_link,E18_10.json
2538626-1-4:2538479>2538508,r971,2538626,1,4,CN08,2538508,Enkel bilveg,Jongssvingen,PV1664 S3D1 m22-133,MED,111.124,1#2,bidirectional,E18_10.json
446764-2-13:3290243>452764,r968,446764,2,13,3290243,452764,Kanalisert veg,Sandviksveien,FV1648 S1D1 m588-608,MED,20.441,2#2H1,against_link_special,E18_10.json
2538749-4-5:2538484>2538502,r972,2538749,4,5,2538484,2538502,Enkel bilveg,Slependveien,PV600 S1D1 m48-79,MED,31.035,1#2,bidirectional,E18_10.json
446147-63-9:452724>3078110,r081,446147,63,9,CN149,3078110,Kanalisert veg,Drammensveien,EV18 S52D1 m358-367,MOT,9.056,2#4#6K,against_link_special,E18_10.json
446763-2-12:3078554>3290239,r969,446763,2,12,3078554,3290239,Kanalisert veg,Sandviksveien,FV1648 S1D1 m567-577,MED,6.422,2#4,against_link,E18_10.json
446763-3-12:3078555>3078554,r969,446763,3,12,3078555,3078554,Kanalisert veg,Sandviksveien,FV1648 S1D1 m339-567,MED,240.131,2#4,against_link,E18_10.json
446147-141-9:3078150>452724,r081,446147,141,9,3078150,CN149,Kanalisert veg,Drammensveien,EV18 S52D1 m367-449,MOT,81.044,2#4#6K,against_link_special,E18_10.json
446640-3-11:3290230>3859812,r947,446640,3,11,3290230,3859812,Kanalisert veg,Sandviksveien,FV1424 S1D1 m86-115,MED,27.819,2#4,against_link,E18_10.json
443861-2-13:452764>3075148,r820,443861,2,13,452764,3075148,Enkel bilveg,Sandviksveien,FV1648 S1D1 m608-661,MED,53.0,1#2#2H1,bidirectional_special,E18_10.json
