object_key,road_id,veglenkesekvensid,veglenkenummer,segmentnummer,startnode,sluttnode,typeVeg,street_name,kortform,lenkeretning,length_m,feltoversikt,lane_mode,source_files
447522-3-3:3605673>3289391,r092,447522,3,3,3605673,3289391,Kanalisert veg,Strandveien,PV1991 S3D1 m6-14,MOT,8.05,2,against_link,E18_1.json
447522-1-3:458451>3605673,r092,447522,1,3,458451,3605673,Kanalisert veg,Strandveien,PV1991 S3D1 m14-24,MOT,11.684,2,against_link,E18_1.json
443840-5-12:458214>458366,r093,443840,5,12,458214,458366,Enkel bilveg,Strandveien,FV1633 S1D1 m33-264,MED,231.667,1#2,bidirectional,E18_1.json
446727-1-12:458366>3289398,r094,446727,1,12,458366,3289398,Kanalisert veg,Strandveien,FV1633 S1D1 m264-277,MED,14.431,2,against_link,E18_1.json
417965-3-3:1917145>458451,r096,417965,3,3,1917145,458451,Enkel bilveg,Strandveien,PV1991 S3D1 m24-139,MOT,114.637,1#2,bidirectional,E18_1.json
445994-1-3:458451>3605671,r097,445994,1,3,458451,3605671,Kanalisert veg,Strandveien,PV1991 S3D1 m13-24,MOT,12.618,1,with_link,E18_1.json
446727-2-12:3289398>458393,r094,446727,2,12,3289398,RB31,Kanalisert veg,Strandveien,FV1633 S1D1 m277-285,MED,7.809,,unknown,E18_1.json
444259-4-16:0.64617377@444259>3975026,r074,444259,4,16,0.64617377@444259,3975026,Enkel bilveg,Drammensveien,RV150 S3D1 m951-968,MED,17.699,1#3,with_link,E18_1.json E18_2.json
445994-2-3:3289390>458424,r097,445994,2,3,3289390,RB31,Kanalisert veg,Strandveien,PV1991 S3D1 m0-6,MOT,6.607,,unknown,E18_1.json
445994-3-3:3605671>3289390,r097,445994,3,3,3605671,3289390,Kanalisert veg,Strandveien,PV1991 S3D1 m6-13,MOT,6.834,1,with_link,E18_1.json
446147-14-12:457729>3078046,r081,446147,14,12,CN180,3078046,Kanalisert veg,Drammensveien,EV18 S54D1 m456-459,MOT,2.966,2#4,against_link,E18_1.json E18_2.json
446147-13-12:3078045>457729,r081,446147,13,12,3078045,CN180,Kanalisert veg,Drammensveien,EV18 S54D1 m459-525,MOT,65.872,2#4,against_link,E18_1.json E18_2.json
446728-1-11:458400>3289395,r098,446728,1,11,RB31,3289395,Kanalisert veg,Strandveien,FV1633 S1D1 m285-291,MED,7.612,,unknown,E18_1.json
445140-1-11:458418>3289394,r099,445140,1,11,RB31,3289394,Kanalisert veg,Strandveien,FV1633 S1D1 m285-291,MED,6.128,,unknown,E18_1.json
2647304-1-3:1240846>2647285,r100,2647304,1,3,1240846,2647285,Enkel bilveg,Fornebuveien,PV92479 S1D1 m0-106,MED,105.896,1#2,bidirectional,E18_1.json E18_2.json
445140-2-11:3289394>3643873,r099,445140,2,11,3289394,3643873,Kanalisert veg,Strandveien,FV1633 S1D1 m291-304,MED,14.515,1,with_link,E18_1.json
446728-2-11:3289395>3643871,r098,446728,2,11,3289395,3643871,Kanalisert veg,Strandveien,FV1633 S1D1 m291-304,MED,13.632,2,against_link,E18_1.json
444470-12-12:3077160>3077105,r085,444470,12,12,3077160,3077105,Kanalisert veg,Drammensveien,EV18 S54D1 m456-495,MOT,38.84,1#3#5,with_link,E18_1.json E18_2.json
405168-1-3:458258>458164,r078,405168,1,3,458258,458164,Enkel bilveg,Fridtjof Nansens vei,KV1096 S1D1 m0-132,MED,131.528,1#2,bidirectional,E18_1.json E18_2.json
444259-4-15:3076394>0.64617377@444259,r074,444259,4,15,3076394,0.64617377@444259,Enkel bilveg,Drammensveien,RV150 S3D1 m873-951,MED,77.44,1#3,with_link,E18_1.json E18_2.json
445140-3-11:3643873>458410,r099,445140,3,11,3643873,458410,Kanalisert veg,Strandveien,FV1633 S1D1 m304-317,MED,13.761,1,with_link,E18_1.json
446728-3-11:3643871>458410,r098,446728,3,11,3643871,458410,Kanalisert veg,Strandveien,FV1633 S1D1 m304-317,MED,13.605,2,against_link,E18_1.json
405147-1-3:457163>1402056,r101,405147,1,3,457163,1402056,Enkel bilveg,Fagerhøy terrasse,KV1084 S1D1 m0-110,MED,109.737,1#2,bidirectional,E18_1.json E18_2.json
2670228-5-3:3822528>3083589,r102,2670228,5,3,3822528,3083589,Enkel bilveg,Professor Kohts vei,PV99661 S1D1 m131-216,MED,84.975,1#2,bidirectional,E18_1.json E18_2.json
2670228-2-3:3083589>3083590,r102,2670228,2,3,3083589,3083590,Enkel bilveg,Professor Kohts vei,PV99661 S1D1 m216-252,MED,35.937,1#2,bidirectional,E18_1.json E18_2.json
443320-8-18:3073799>0.17833925@443320,r070,443320,8,18,3073799,0.17833925@443320,Rampe,Drammensveien,EV18 S54D1 m204 KD8 m14-78,MOT,63.457,1,with_link,E18_1.json E18_2.json
444470-11-12:457796>3077160,r085,444470,11,12,457796,3077160,Kanalisert veg,Drammensveien,EV18 S54D1 m495-519,MOT,23.613,1#3#5,with_link,E18_1.json E18_2.json
443841-4-11:458410>3643870,r103,443841,4,11,458410,3643870,Enkel bilveg,Strandveien,FV1633 S1D1 m317-456,MED,139.259,1#2,bidirectional,E18_1.json
446147-12-12:3078146>3078045,r081,446147,12,12,3078146,3078045,Kanalisert veg,Drammensveien,EV18 S54D1 m525-576,MOT,51.452,2#4,against_link,E18_1.json E18_2.json
444470-10-12:3077104>457796,r085,444470,10,12,3077104,457796,Kanalisert veg,Drammensveien,EV18 S54D1 m519-525,MOT,5.983,1#3#5,with_link,E18_1.json E18_2.json
1857388-1-9:1857394>457791,r104,1857388,1,9,CN17,457791,Rampe,Drammensveien,EV18 S54D1 m204 KD3 m15-154,MOT,138.654,1,with_link,E18_1.json E18_2.json
444470-9-12:3077159>3077104,r085,444470,9,12,3077159,3077104,Kanalisert veg,Drammensveien,EV18 S54D1 m525-576,MOT,51.433,1#3#5,with_link,E18_1.json E18_2.json
2670228-3-3:3083590>457748,r102,2670228,3,3,3083590,457748,Enkel bilveg,Professor Kohts vei,PV99661 S1D1 m252-261,MED,8.541,1#2,bidirectional,E18_1.json E18_2.json
445067-1-14:457748>3077497,r105,445067,1,14,457748,3077497,Kanalisert veg,Professor Kohts vei,FV1621 S1D1 m235-307,MOT,64.508,1#3K#5S,with_link_special,E18_1.json E18_2.json
443804-47-14:3643431>457748,r084,443804,47,14,3643431,457748,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m307-335,MOT,28.436,1#2#3K#4S#5S,bidirectional_special,E18_1.json E18_2.json
446655-1-14:457748>3413107,r106,446655,1,14,457748,3413107,Kanalisert veg,Professor Kohts vei,FV1621 S1D1 m270-307,MOT,36.046,2#4S,against_link_special,E18_1.json E18_2.json
443804-46-14:3643432>3643431,r084,443804,46,14,3643432,3643431,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m335-406,MOT,70.696,1#2#3K#4S#5S,bidirectional_special,E18_1.json E18_2.json
446147-11-19:0.02930958@446147>3078146,r081,446147,11,19,0.02930958@446147,3078146,Kanalisert veg,Drammensveien,EV18 S54D1 m576-585,MOT,9.611,2#4,against_link,E18_1.json E18_2.json
405112-1-3:1240792>458258,r068,405112,1,3,1240792,458258,Enkel bilveg,Dicks vei,KV1062 S1D1 m0-12,MED,11.524,1#2,bidirectional,E18_1.json
446147-11-18:3078044>0.02930958@446147,r081,446147,11,18,3078044,0.02930958@446147,Kanalisert veg,Drammensveien,EV18 S54D1 m585-721,MOT,135.449,2#4,against_link,E18_1.json E18_2.json
417965-1-3:1412366>1917145,r096,417965,1,3,1412366,1917145,Enkel bilveg,Strandveien,PV1991 S3D1 m139-198,MOT,59.378,1#2,bidirectional,E18_1.json
1917115-2-4:2648051>1917145,r107,1917115,2,4,2648051,1917145,Enkel bilveg,Strandveien,PV1991 S2D1 m69-129,MED,60.464,1#2,bidirectional,E18_1.json
405148-8-3:3598622>456914,r108,405148,8,3,CN131,456914,Enkel bilveg,Fagerhøyveien,KV1085 S1D1 m533-613,MED,79.694,1#2,bidirectional,E18_1.json E18_2.json
2670228-1-3:1407841>3822532,r102,2670228,1,3,1407841,3822532,Enkel bilveg,Professor Kohts vei,PV99661 S1D1 m33-106,MED,72.607,1#2,bidirectional,E18_1.json E18_2.json
446655-6-14:3413107>457820,r106,446655,6,14,3413107,CN181,Kanalisert veg,Professor Kohts vei,FV1621 S1D1 m239-270,MOT,25.319,2,against_link,E18_1.json E18_2.json
3598762-2-1:3598623>3598628,r109,3598762,2,1,3598623,3598628,Enkel bilveg,,PV99217 S1D1 m4-39,MED,34.827,1#2,bidirectional,E18_1.json E18_2.json
444470-126-19:0.02929318@444470>3077159,r085,444470,126,19,0.02929318@444470,3077159,Kanalisert veg,Drammensveien,EV18 S54D1 m576-585,MOT,9.163,1#3#5,with_link,E18_1.json E18_2.json
2670228-4-3:3822532>3822528,r102,2670228,4,3,3822532,3822528,Enkel bilveg,Professor Kohts vei,PV99661 S1D1 m106-131,MED,25.509,1#2,bidirectional,E18_1.json E18_2.json
418396-2-3:3605665>1407841,r110,418396,2,3,3605665,1407841,Enkel bilveg,Professor Kohts vei,PV99661 S1D1 m17-33,MED,16.548,1#2,bidirectional,E18_1.json E18_2.json
445067-2-14:3077497>457831,r105,445067,2,14,3077497,CN181,Kanalisert veg,Professor Kohts vei,FV1621 S1D1 m233-235,MOT,3.184,1#3K#5S,with_link_special,E18_1.json E18_2.json
3598762-3-1:3598628>3598622,r109,3598762,3,1,3598628,CN131,Enkel bilveg,,PV99217 S1D1 m39-42,MED,3.272,1#2,bidirectional,E18_1.json E18_2.json
445067-3-14:457831>3077496,r105,445067,3,14,CN181,3077496,Kanalisert veg,Professor Kohts vei,FV1621 S1D1 m202-233,MOT,32.16,1#3K#5S,with_link_special,E18_1.json E18_2.json
444470-126-18:1857396>0.02929318@444470,r085,444470,126,18,CN17,0.02929318@444470,Kanalisert veg,Drammensveien,EV18 S54D1 m585-648,MOT,59.665,1#3#5,with_link,E18_1.json E18_2.json
444259-14-11:2659392>3076394,r074,444259,14,11,CN85,3076394,Enkel bilveg,,RV150 S3D1 m868-873,MED,5.157,1#3,with_link,E18_1.json E18_2.json
2659403-1-10:2659393>4.0892E-4@2659403,r113,2659403,1,10,2659393,4.0892E-4@2659403,Enkel bilveg,,RV150 S3D1 m1447-1448,MED,1.0,1#3,with_link,E18_1.json E18_2.json
2659403-1-11:4.0892E-4@2659403>3067119,r113,2659403,1,11,4.0892E-4@2659403,3067119,Enkel bilveg,,RV150 S3D1 m1448-2293,MED,845.313,1#3,with_link,E18_1.json E18_2.json
3598762-1-1:3598624>3598623,r109,3598762,1,1,CN131,3598623,Enkel bilveg,,PV99217 S1D1 m0-4,MED,3.858,1#2,bidirectional,E18_1.json E18_2.json
447518-2-3:457820>3078772,r112,447518,2,3,CN181,3078772,Kanalisert veg,Professor Kohts vei,PV1770 S1D1 m6-11,MED,7.666,2,against_link,E18_1.json E18_2.json
2815720-1-3:458297>2815729,r114,2815720,1,3,458297,2815729,Enkel bilveg,Lysaker torg,PV2495 S2D1 m0-81,MED,80.977,1#2,bidirectional,E18_1.json
445990-2-3:457829>457824,r111,445990,2,3,CN181,457824,Kanalisert veg,Professor Kohts vei,PV1770 S1D1 m6-11,MED,8.153,1,with_link,E18_1.json E18_2.json
446655-3-14:457829>3078480,r106,446655,3,14,CN181,3078480,Kanalisert veg,Professor Kohts vei,FV1621 S1D1 m227-232,MOT,5.417,2,against_link,E18_1.json E18_2.json
405148-4-3:457163>3598624,r108,405148,4,3,457163,CN131,Enkel bilveg,Fagerhøyveien,KV1085 S1D1 m412-508,MED,95.661,1#2,bidirectional,E18_1.json E18_2.json
405148-3-3:457447>457163,r108,405148,3,3,457447,457163,Enkel bilveg,Fagerhøyveien,KV1085 S1D1 m165-412,MED,246.789,1#2,bidirectional,E18_1.json E18_2.json
418396-1-3:457809>3605665,r110,418396,1,3,457809,3605665,Enkel bilveg,Professor Kohts vei,PV99661 S1D1 m0-17,MED,16.502,1#2,bidirectional,E18_1.json E18_2.json
443320-3-13:457563>3073799,r070,443320,3,13,CN85,3073799,Rampe,Drammensveien,EV18 S54D1 m204 KD8 m9-14,MOT,5.24,1,with_link,E18_1.json E18_2.json
445138-4-12:3077535>458214,r116,445138,4,12,3077535,458214,Kanalisert veg,Strandveien,FV1633 S1D1 m24-33,MED,8.959,1,with_link,E18_1.json
446726-4-12:3078523>458214,r117,446726,4,12,3078523,458214,Kanalisert veg,Strandveien,FV1633 S1D1 m24-33,MED,9.433,2,against_link,E18_1.json
1917115-4-4:3605675>2648051,r107,1917115,4,4,3605675,2648051,Enkel bilveg,Strandveien,PV1991 S2D1 m65-69,MED,4.186,1#2,bidirectional,E18_1.json
2648050-1-3:2648051>3605667,r118,2648050,1,3,2648051,3605667,Enkel bilveg,Strandveien,PV92470 S1D1 m0-21,MED,20.735,1#2,bidirectional,E18_1.json
443313-3-15:0.48692163@443313>3073764,r119,443313,3,15,0.48692163@443313,3073764,Rampe,Drammensveien,EV18 S54D1 m784 KD1 m94-150,MOT,55.721,1,with_link,E18_1.json E18_2.json
443313-3-14:3073763>0.48692163@443313,r119,443313,3,14,3073763,0.48692163@443313,Rampe,Drammensveien,EV18 S54D1 m784 KD1 m24-94,MOT,70.0,1,with_link,E18_1.json E18_2.json
446655-4-16:3078480>3078479,r106,446655,4,16,3078480,3078479,Kanalisert veg,Professor Kohts vei,FV1621 S1D1 m201-227,MOT,25.456,2,against_link,E18_1.json E18_2.json
443804-31-15:3075009>3075001,r084,443804,31,15,3075009,3075001,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m529-586,MOT,56.892,1#2#3S#4S,bidirectional_special,E18_1.json E18_2.json
447518-3-3:3078772>457809,r112,447518,3,3,3078772,457809,Kanalisert veg,Professor Kohts vei,PV1770 S1D1 m11-17,MED,7.211,2,against_link,E18_1.json E18_2.json
1917115-3-4:2648052>3605675,r107,1917115,3,4,2648052,3605675,Enkel bilveg,Strandveien,PV1991 S2D1 m0-65,MED,64.627,1#2,bidirectional,E18_1.json
443313-1-11:457965>3073763,r119,443313,1,11,457965,3073763,Rampe,Drammensveien,EV18 S54D1 m784 KD1 m0-24,MOT,24.0,,unknown,E18_1.json E18_2.json
443317-7-11:457965>2815728,r080,443317,7,11,457965,2815728,Rampe,Drammensveien,EV18 S54D1 m204 KD6 m524-593,MOT,69.0,1K,with_link_special,E18_1.json E18_2.json
445990-3-3:457824>457809,r111,445990,3,3,457824,457809,Kanalisert veg,Professor Kohts vei,PV1770 S1D1 m11-17,MED,7.24,1,with_link,E18_1.json E18_2.json
2648050-2-3:3605667>2648052,r118,2648050,2,3,3605667,2648052,Enkel bilveg,Strandveien,PV92470 S1D1 m21-94,MED,72.777,1#2,bidirectional,E18_1.json
445138-3-12:3077534>3077535,r116,445138,3,12,3077534,3077535,Kanalisert veg,Strandveien,FV1633 S1D1 m15-24,MED,10.003,1,with_link,E18_1.json
418397-1-3:457809>3605668,r121,418397,1,3,457809,3605668,Enkel bilveg,Professor Kohts vei,PV99663 S1D1 m0-17,MED,16.682,1#2,bidirectional,E18_1.json E18_2.json
446726-3-12:3078522>3078523,r117,446726,3,12,3078522,3078523,Kanalisert veg,Strandveien,FV1633 S1D1 m15-24,MED,10.542,2,against_link,E18_1.json
445067-4-13:3077496>457877,r105,445067,4,13,3077496,457877,Kanalisert veg,Professor Kohts vei,FV1621 S1D1 m190-202,MOT,12.505,1#3K#5S,with_link_special,E18_1.json E18_2.json
443804-45-14:3643433>3643432,r084,443804,45,14,3643433,3643432,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m406-430,MOT,24.36,1#2#3K#4S#5S,bidirectional_special,E18_1.json E18_2.json
443308-5-19:3073757>0.39139918@443308,r122,443308,5,19,3073757,0.39139918@443308,Rampe,Drammensveien,EV18 S54D1 m784 KD2 m25-75,MOT,50.0,1,with_link,E18_1.json E18_2.json
443308-5-20:0.39139918@443308>0.66636191@443308,r122,443308,5,20,0.39139918@443308,0.66636191@443308,Rampe,Drammensveien,EV18 S54D1 m784 KD2 m75-129,MOT,54.0,1,with_link,E18_1.json E18_2.json
2659404-7-12:0.99230479@2659404>2791529,r115,2659404,7,12,0.99230479@2659404,CN85,Enkel bilveg,,RV150 S3D1 m849-853,MED,4.514,1#3,with_link,E18_1.json E18_2.json
446655-5-13:3078479>457877,r106,446655,5,13,3078479,457877,Kanalisert veg,Professor Kohts vei,FV1621 S1D1 m190-201,MOT,11.168,2,against_link,E18_1.json E18_2.json
2659404-7-11:2791526>0.99230479@2659404,r115,2659404,7,11,2791526,0.99230479@2659404,Enkel bilveg,,RV150 S3D1 m58-849,MED,790.929,1#3,with_link,E18_1.json E18_2.json
445138-2-13:3077533>3077534,r116,445138,2,13,3077533,3077534,Kanalisert veg,Strandveien,FV1633 S1D1 m7-15,MED,7.374,1,with_link,E18_1.json
443313-4-10:3073764>3073765,r119,443313,4,10,3073764,3073765,Rampe,Drammensveien,EV18 S54D1 m784 KD1 m150-163,MOT,13.219,1,with_link,E18_1.json E18_2.json
443804-24-14:457877>3075011,r084,443804,24,14,457877,3075011,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m78-190,MOT,112.108,1#2#3K#5S,bidirectional_special,E18_1.json E18_2.json
418397-2-3:3605668>1407842,r121,418397,2,3,3605668,1407842,Enkel bilveg,Professor Kohts vei,PV99663 S1D1 m17-48,MED,30.956,1#2,bidirectional,E18_1.json E18_2.json
446726-2-13:3078521>3078522,r117,446726,2,13,3078521,3078522,Kanalisert veg,Strandveien,FV1633 S1D1 m7-15,MED,7.762,2,against_link,E18_1.json
443804-20-17:3075008>3643433,r084,443804,20,17,3075008,3643433,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m430-483,MOT,52.672,1#2#3K#4S#5S,bidirectional_special,E18_1.json E18_2.json
445138-1-12:458198>3077533,r116,445138,1,12,RB30,3077533,Kanalisert veg,Strandveien,FV1633 S1D1 m0-7,MED,5.888,,unknown,E18_1.json
443313-5-10:3073765>3073762,r119,443313,5,10,3073765,3073762,Rampe,Drammensveien,EV18 S54D1 m784 KD1 m163-168,MOT,5.06,1,with_link,E18_1.json E18_2.json
443308-3-10:3073756>3073757,r122,443308,3,10,3073756,3073757,Rampe,Drammensveien,EV18 S54D1 m784 KD2 m12-25,MOT,13.0,1,with_link,E18_1.json E18_2.json
446726-1-12:458212>3078521,r117,446726,1,12,RB30,3078521,Kanalisert veg,Strandveien,FV1633 S1D1 m0-7,MED,10.206,,unknown,E18_1.json
443313-6-10:3073762>458186,r119,443313,6,10,3073762,RB30,Rampe,Drammensveien,EV18 S54D1 m784 KD1 m168-174,MOT,5.621,,unknown,E18_1.json E18_2.json
443804-30-15:3075001>3075006,r084,443804,30,15,3075001,3075006,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m518-529,MOT,11.707,1#2#3K#4S#5S,bidirectional_special,E18_1.json E18_2.json
1857387-2-16:0.74031008@1857387>1857394,r125,1857387,2,16,0.74031008@1857387,CN17,Rampe,Drammensveien,EV18 S54D1 m784 KD5 m309-377,MOT,67.097,1,with_link,E18_1.json E18_2.json
443308-2-10:3073754>3073756,r122,443308,2,10,3073754,3073756,Rampe,Drammensveien,EV18 S54D1 m784 KD2 m3-12,MOT,9.0,1,with_link,E18_1.json E18_2.json
2648033-2-3:1407842>2648139,r127,2648033,2,3,1407842,2648139,Enkel bilveg,Professor Kohts vei,PV92453 S1D1 m0-155,MED,155.155,1#2,bidirectional,E18_1.json E18_2.json
443804-16-15:3075006>3075007,r084,443804,16,15,3075006,3075007,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m492-518,MOT,25.097,1#2#3K#4S#5S,bidirectional_special,E18_1.json E18_2.json
444470-8-13:3077158>1857398,r085,444470,8,13,3077158,CN17,Kanalisert veg,Drammensveien,EV18 S54D1 m667-721,MOT,58.68,1#3#5,with_link,E18_1.json E18_2.json
443804-18-15:457517>3075008,r084,443804,18,15,457517,3075008,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m483-488,MOT,4.909,1#2#3K#4S#5S,bidirectional_special,E18_1.json E18_2.json
405393-5-3:3643404>457517,r128,405393,5,3,3643404,457517,Enkel bilveg,Sollisvingen,KV1267 S1D1 m177-184,MED,6.954,1#2,bidirectional,E18_1.json E18_2.json
443804-17-15:3075007>457517,r084,443804,17,15,3075007,457517,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m488-492,MOT,4.81,1#2#3K#4S#5S,bidirectional_special,E18_1.json E18_2.json
443308-1-10:458177>3073754,r122,443308,1,10,RB30,3073754,Rampe,Drammensveien,EV18 S54D1 m784 KD2 m0-3,MOT,3.409,,unknown,E18_1.json E18_2.json
443308-5-21:0.66636191@443308>458034,r122,443308,5,21,0.66636191@443308,458034,Rampe,Drammensveien,EV18 S54D1 m784 KD2 m129-141,MOT,12.0,1,with_link,E18_1.json E18_2.json
2654745-7-2:2815727>2654742,r129,2654745,7,2,2815727,CN84,Enkel bilveg,,PV92437 S2D1 m0-32,MED,31.631,1#2,bidirectional,E18_1.json E18_2.json
405393-3-3:457521>3643404,r128,405393,3,3,CN84,3643404,Enkel bilveg,Sollisvingen,KV1267 S1D1 m169-177,MED,8.267,1#2,bidirectional,E18_1.json E18_2.json
443317-8-11:2815728>458034,r080,443317,8,11,2815728,458034,Rampe,Drammensveien,EV18 S54D1 m204 KD6 m593-605,MOT,12.0,,unknown,E18_1.json E18_2.json
443306-2-10:2815408>458184,r130,443306,2,10,2815408,RB30,Rampe,Strandveien,EV18 S54D1 m784 KD9 m53-59,MOT,6.462,,unknown,E18_1.json E18_2.json
418352-4-3:2815401>3822539,r131,418352,4,3,2815401,3822539,Enkel bilveg,Lysaker torg,PV2495 S1D1 m11-68,MED,56.86,1#2,bidirectional,E18_1.json E18_2.json
418352-5-3:3822539>458259,r131,418352,5,3,3822539,458259,Enkel bilveg,Lysaker torg,PV2495 S1D1 m68-109,MED,40.931,1#2,bidirectional,E18_1.json
443309-1-10:458193>3289415,r132,443309,1,10,RB30,3289415,Rampe,Strandveien,EV18 S54D1 m784 KD4 m0-7,MOT,6.576,,unknown,E18_1.json
443308-6-11:458034>458079,r122,443308,6,11,458034,CN182,Rampe,Drammensveien,EV18 S54D1 m784 KD2 m141-177,MOT,36.0,1,with_link,E18_1.json E18_2.json
446147-10-12:3078142>3078044,r081,446147,10,12,3078142,3078044,Kanalisert veg,Drammensveien,EV18 S54D1 m721-727,MOT,6.091,2#4,against_link,E18_1.json E18_2.json
405393-2-3:457553>457521,r128,405393,2,3,CN77,CN84,Enkel bilveg,Sollisvingen,KV1267 S1D1 m48-169,MED,120.285,1#2,bidirectional,E18_1.json E18_2.json
443306-3-10:2815399>2815408,r130,443306,3,10,2815399,2815408,Rampe,Strandveien,EV18 S54D1 m784 KD9 m18-53,MOT,34.736,1,with_link,E18_1.json E18_2.json
446147-9-12:3078043>3078142,r081,446147,9,12,3078043,3078142,Kanalisert veg,Drammensveien,EV18 S54D1 m727-764,MOT,37.39,2#4,against_link,E18_1.json E18_2.json
417546-4-3:2654742>457592,r133,417546,4,3,CN84,457592,Enkel bilveg,Sollisvingen,PV1267 S1D1 m18-60,MED,42.272,1#2,bidirectional,E18_1.json E18_2.json
443309-3-10:3289415>2815400,r132,443309,3,10,3289415,2815400,Rampe,Strandveien,EV18 S54D1 m784 KD4 m7-44,MOT,37.276,1,with_link,E18_1.json E18_2.json
418352-2-3:458259>458297,r131,418352,2,3,458259,458297,Enkel bilveg,Lysaker torg,PV2495 S1D1 m109-160,MED,51.441,1#2,bidirectional,E18_1.json
418388-1-3:458259>1407834,r134,418388,1,3,458259,1407834,Enkel bilveg,Lysaker torg,PV99653 S1D1 m0-55,MED,54.793,1,with_link,E18_1.json
417546-2-3:457592>3069705,r133,417546,2,3,457592,3069705,Enkel bilveg,Sollisvingen,PV1267 S1D1 m60-82,MED,21.222,1#2,bidirectional,E18_1.json E18_2.json
443841-9-11:3643870>3643869,r103,443841,9,11,3643870,3643869,Enkel bilveg,Strandveien,FV1633 S1D1 m456-523,MED,66.856,1#2,bidirectional,E18_1.json
417546-3-3:3069705>457592,r133,417546,3,3,3069705,457592,Enkel bilveg,Sollisvingen,PV1267 S1D1 m82-106,MED,24.168,1#2,bidirectional,E18_1.json E18_2.json
444470-7-12:3077103>3077158,r085,444470,7,12,3077103,3077158,Kanalisert veg,Drammensveien,EV18 S54D1 m721-764,MOT,42.857,1#3#5,with_link,E18_1.json E18_2.json
1857387-2-15:3079949>0.74031008@1857387,r125,1857387,2,15,3079949,0.74031008@1857387,Rampe,Drammensveien,EV18 S54D1 m784 KD5 m307-309,MOT,1.933,1,with_link,E18_1.json E18_2.json
1857387-1-11:1857393>3079949,r125,1857387,1,11,CN16,3079949,Rampe,Drammensveien,EV18 S54D1 m784 KD5 m118-307,MOT,189.344,1,with_link,E18_1.json E18_2.json
446147-8-12:458091>3078043,r081,446147,8,12,CN182,3078043,Kanalisert veg,Drammensveien,EV18 S54D1 m764-769,MOT,4.965,2#4#6,against_link,E18_1.json E18_2.json
446147-7-12:3078042>458091,r081,446147,7,12,3078042,CN182,Kanalisert veg,Drammensveien,EV18 S54D1 m769-862,MOT,92.494,2#4#6,against_link,E18_1.json E18_2.json
417261-1-3:457447>1413538,r136,417261,1,3,457447,1413538,Enkel bilveg,Fagerhøyveien,PV1085 S1D1 m0-96,MED,95.518,1#2,bidirectional,E18_1.json E18_2.json
443804-25-14:3075011>3075012,r084,443804,25,14,3075011,3075012,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m71-78,MOT,6.761,1#2#3K#5S,bidirectional_special,E18_1.json E18_2.json
445983-2-3:3289406>458125,r137,445983,2,3,3289406,458125,Kanalisert veg,Vollsveien,PV1009 S1D1 m6-15,MED,9.375,1,with_link,E18_1.json E18_2.json
447512-2-3:3289405>458125,r138,447512,2,3,3289405,458125,Kanalisert veg,Vollsveien,PV1009 S1D1 m6-15,MED,9.187,2,against_link,E18_1.json E18_2.json
443306-4-10:3289410>2815399,r130,443306,4,10,3289410,2815399,Rampe,Strandveien,EV18 S54D1 m784 KD9 m7-18,MOT,11.505,1,with_link,E18_1.json E18_2.json
417964-4-3:3605677>1412365,r139,417964,4,3,3605677,1412365,Enkel bilveg,Strandveien,PV1991 S1D1 m54-67,MED,13.245,1#2,bidirectional,E18_1.json
443804-26-14:3075012>458058,r084,443804,26,14,3075012,458058,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m27-71,MOT,44.515,1#2#3K#5S,bidirectional_special,E18_1.json E18_2.json
